"","","","bonf_res"
"1",0.02,1,0
"2",0.296,1,0
"3",0.516,1,0
"4",0.316,1,0
"5",0.7,1,0
"6",0.096,1,0
"7",0.188,1,0
"8",0.504,1,0
"9",0.608,1,0
"10",0.392,1,0
"11",0.02,1,0
"12",0.504,1,0
"13",0.532,1,0
"14",0.00800000000000001,1,0
"15",0.22,1,0
"16",0.2,1,0
"17",0.816,1,0
"18",0.464,1,0
"19",1,1,0
"20",0.0639999999999999,1,0
"21",0.696,1,0
"22",0.576,1,0
"23",0.516,1,0
"24",0.936,1,0
"25",0.284,1,0
"26",0.888,1,0
"27",0.516,1,0
"28",0.408,1,0
"29",0.136,1,0
"30",0.708,1,0
"31",0.484,1,0
"32",0.636,1,0
"33",0.3,1,0
"34",0.888,1,0
"35",0.14,1,0
"36",0.244,1,0
"37",0.728,1,0
"38",0.036,1,1
"39",0.264,1,0
"40",0.248,1,0
"41",0.828,1,0
"42",0.08,1,1
"43",0.032,1,0
"44",0.612,1,0
"45",0.78,1,0
"46",0.924,1,0
"47",0.12,1,0
"48",0.932,1,0
"49",0.64,1,0
"50",0.86,1,0
"51",0.292,1,0
"52",0.68,1,0
"53",0.708,1,0
"54",0.488,1,0
"55",0.58,1,0
"56",0.984,1,0
"57",0.448,1,0
"58",0.988,1,0
"59",0.308,1,0
"60",0.24,1,0
"61",0.492,1,0
"62",0.796,1,0
"63",0.032,1,0
"64",0.82,1,0
"65",0.048,1,0
"66",0.004,1,1
"67",0.332,1,0
"68",0.176,1,0
"69",0.2,1,0
"70",0.304,1,0
"71",0.628,1,0
"72",0.156,1,0
"73",0.856,1,0
"74",0.344,1,0
"75",0.884,1,0
"76",0.816,1,0
"77",0.472,1,0
"78",0.392,1,0
"79",0.548,1,0
"80",0.392,1,0
"81",0.236,1,0
"82",0.86,1,0
"83",0.344,1,0
"84",0.456,1,0
"85",0.644,1,0
"86",0.64,1,0
"87",0.22,1,0
"88",0.956,1,0
"89",0.628,1,0
"90",0.712,1,0
"91",0.128,1,0
"92",0.616,1,0
"93",0.776,1,0
"94",0.116,1,0
"95",0.0639999999999999,1,1
"96",0.484,1,0
"97",0.804,1,0
"98",0.236,1,0
"99",0.2,1,0
"100",0.904,1,0
"101",0.908,1,0
"102",0.648,1,0
"103",0.66,1,0
"104",0.204,1,0
"105",0.424,1,0
"106",0.572,1,0
"107",0.592,1,0
"108",0.292,1,0
"109",0.28,1,0
"110",0.356,1,0
"111",0.632,1,0
"112",0.048,1,0
"113",0.096,1,0
"114",0.056,1,0
"115",0.332,1,0
"116",0.312,1,0
"117",0.232,1,0
"118",0.38,1,0
"119",0.7,1,0
"120",0.476,1,0
"121",0.388,1,0
"122",0.772,1,0
"123",0.704,1,0
"124",0.048,1,1
"125",0.192,1,0
"126",0.676,1,0
"127",0.56,1,0
"128",0.856,1,0
"129",0.128,1,0
"130",0.78,1,0
"131",0.956,1,0
"132",0.444,1,0
"133",0.252,1,0
"134",0.272,1,0
"135",0.932,1,0
"136",0.224,1,0
"137",0.636,1,0
"138",0.504,1,0
"139",0.732,1,0
"140",0.692,1,0
"141",0.804,1,0
"142",0.148,1,0
"143",0.72,1,0
"144",0.616,1,0
"145",0.244,1,0
"146",0.44,1,0
"147",0.668,1,0
"148",0.552,1,0
"149",0.36,1,0
"150",0.168,1,0
"151",0.284,1,0
"152",0.908,1,0
"153",0.812,1,0
"154",0.572,1,0
"155",0.988,1,0
"156",0.904,1,0
"157",0.196,1,0
"158",0.612,1,0
