"","","","","","","","bonf_res"
"1",0.956,0,0,0,0,1,0
"2",0.57,0,0,0,0,1,0
"3",0.71,0,0,0,0,1,0
"4",0.714,0,0,0,1,0,0
"5",0.82,0,0,0,0,1,0
"6",0.778,0,0,1,0,0,0
"7",0.8,0,0,1,0,0,0
"8",0.23,0,0,0,0,1,0
"9",0.188,0,0,0,0,1,0
"10",0.512,0,0,0,1,0,0
"11",0.27,0,0,0,0,1,0
"12",0.742,0,0,1,0,0,0
"13",0.666,0,0,0,0,1,0
"14",0.138,0,0,0,0,1,0
"15",0.622,0,0,0,0,1,0
"16",0.55,0,0,0,0,1,0
"17",0.242,0,0,1,0,0,0
"18",0.378,0,0,0,0,1,0
"19",0.192,0,0,1,0,0,0
"20",0.912,0,1,0,0,0,0
"21",0.854,0,0,0,0,1,0
"22",0.174,0,1,0,0,0,0
"23",0.956,0,0,0,0,1,0
"24",0.38,0,0,0,0,1,0
"25",0.67,0,0,1,0,0,0
"26",0.494,0,0,1,0,0,0
"27",0.386,0,0,0,0,1,0
"28",0.584,0,0,1,0,0,0
"29",0.426,0,0,0,0,1,0
"30",0.928,0,0,0,0,1,0
"31",0.866,0,0,0,0,1,0
"32",0.0659999999999999,0,0,1,0,0,0
"33",0.742,0,1,0,0,0,0
"34",0.794,0,1,0,0,0,0
"35",0.546,0,1,0,0,0,0
"36",0.0639999999999999,0,0,1,0,0,0
"37",0.164,0,0,0,0,1,0
"38",0.388,0,0,0,0,1,0
"39",0.0679999999999999,0,0,0,0,1,0
"40",0.878,0,1,0,0,0,0
"41",0.676,0,0,1,0,0,0
"42",0.424,0,0,1,0,0,0
"43",0.594,0,0,0,0,1,0
"44",0.114,0,0,0,0,1,0
"45",0.422,0,0,1,0,0,0
"46",0.47,0,0,1,0,0,0
"47",0.446,0,0,0,0,1,0
"48",0.71,0,0,0,0,1,0
"49",0.63,0,0,0,0,1,0
"50",0.35,0,0,0,0,1,0
"51",0.95,0,0,1,0,0,0
"52",0.388,0,0,0,0,1,0
"53",0.496,0,0,0,0,1,0
"54",0.804,0,0,0,0,1,0
"55",0.056,0,0,0,0,1,0
"56",0.956,0,0,0,1,0,0
"57",0.494,0,0,0,0,1,0
"58",0.814,0,0,0,0,1,0
"59",0.546,0,0,0,0,1,0
"60",0.182,0,1,0,0,0,0
"61",0.57,0,1,0,0,0,0
"62",0.564,0,1,0,0,0,0
"63",0.424,0,0,0,0,1,0
"64",0.58,0,0,0,0,1,0
"65",0.398,0,1,0,0,0,0
"66",0.584,0,0,0,0,1,0
"67",0.834,0,1,0,0,0,0
"68",0.218,0,0,0,0,1,0
"69",0.674,0,0,0,0,1,0
"70",0.708,0,0,1,0,0,0
"71",0.95,0,0,0,1,0,0
"72",0.834,0,0,0,0,1,0
"73",0.684,0,0,0,0,1,0
"74",0.174,0,0,0,0,1,0
"75",0.686,0,0,1,0,0,0
"76",0.042,0,0,0,0,1,0
"77",0.206,0,1,0,0,0,0
"78",0.346,0,0,0,0,1,0
"79",0.842,0,0,1,0,0,0
"80",0.39,0,0,1,0,0,0
"81",0.352,0,1,0,0,0,0
"82",0.01,0,0,0,0,1,1
"83",0.108,0,0,0,1,0,1
"84",0.494,0,0,0,0,1,0
"85",0.344,0,0,0,0,1,0
"86",0.306,0,0,1,0,0,0
"87",0.286,0,0,0,0,1,0
"88",0.208,0,0,0,0,1,0
"89",0.046,0,0,0,0,1,0
"90",0.324,0,0,0,0,1,0
"91",0.944,0,0,1,0,0,0
"92",0.21,0,0,0,0,1,0
"93",0.028,0,0,0,0,1,0
"94",0.124,0,0,0,1,0,0
"95",0.012,0,0,0,0,1,0
"96",0.374,0,1,0,0,0,0
"97",0.63,0,0,0,1,0,0
"98",0.122,0,1,0,0,0,0
"99",0.97,0,0,1,0,0,0
"100",0.234,0,0,0,0,1,0
"101",0.698,1,0,0,0,0,0
"102",0.708,0,0,0,0,1,0
"103",0.88,0,1,0,0,0,0
"104",0.442,0,1,0,0,0,0
"105",0.178,0,0,0,0,1,0
"106",0.31,0,0,0,1,0,0
"107",0.546,0,1,0,0,0,0
"108",0.496,0,1,0,0,0,0
"109",0.638,0,0,0,0,1,0
"110",0.856,0,0,0,0,1,0
"111",0.88,0,0,1,0,0,0
"112",0.826,0,0,0,0,1,0
"113",0.594,0,1,0,0,0,0
"114",0.00800000000000001,0,0,0,0,1,1
"115",0.852,0,0,1,0,0,0
"116",0.978,0,1,0,0,0,0
"117",0.374,0,0,0,0,1,0
"118",0.628,0,0,0,0,1,0
"119",0.072,0,0,0,0,1,0
"120",0.344,0,1,0,0,0,0
"121",0.968,0,0,1,0,0,0
"122",0.304,0,1,0,0,0,0
"123",0.68,0,0,0,0,1,0
"124",0.774,0,0,0,0,1,0
"125",0.04,0,0,0,0,1,0
"126",0.578,0,0,0,0,1,0
"127",0.278,0,1,0,0,0,0
"128",0.54,0,0,0,0,1,0
"129",0.574,0,0,1,0,0,0
"130",0.84,0,1,0,0,0,0
"131",0.412,0,0,0,0,1,0
"132",0.898,0,0,0,1,0,0
"133",0.306,0,0,1,0,0,0
"134",0.176,0,0,0,0,1,0
"135",0.954,0,0,0,0,1,0
"136",0.266,0,0,1,0,0,0
"137",0.828,0,0,0,0,1,0
"138",0.146,0,0,0,0,1,0
"139",0.534,0,0,0,1,0,0
"140",0.47,0,0,0,0,1,0
"141",0.95,0,1,0,0,0,0
"142",0.45,0,0,0,0,1,0
"143",0.314,0,0,0,0,1,0
"144",0.136,0,0,0,0,1,0
"145",0.69,0,0,0,0,1,0
"146",0.734,0,1,0,0,0,0
"147",0.826,1,0,0,0,0,0
"148",0.572,0,0,0,0,1,0
"149",0.302,0,0,0,0,1,0
"150",0.156,0,0,0,0,1,0
"151",0.524,0,0,0,0,1,0
"152",0.368,0,0,0,0,1,0
"153",0.146,0,0,0,0,1,0
"154",0.138,0,1,0,0,0,0
"155",0.766,0,1,0,0,0,0
"156",0.448,0,0,0,0,1,0
"157",0.46,0,1,0,0,0,0
"158",0.806,0,0,1,0,0,0
"159",0.572,0,0,0,0,1,0
"160",0.34,0,1,0,0,0,0
"161",0.032,0,1,0,0,0,1
"162",0.268,0,1,0,0,0,0
"163",0.0600000000000001,0,0,0,0,1,0
"164",0.812,0,0,1,0,0,0
"165",0.0580000000000001,0,0,0,0,1,0
"166",0.338,0,0,0,1,0,0
"167",0.84,0,0,0,0,1,0
"168",0.774,0,0,0,0,1,0
"169",0.242,0,0,0,0,1,0
"170",0.878,0,0,0,1,0,0
"171",0.586,0,0,0,0,1,0
"172",0.356,0,0,1,0,0,0
"173",0.046,0,0,0,0,1,0
"174",0.0659999999999999,0,1,0,0,0,0
"175",0.462,0,1,0,0,0,0
"176",0.918,0,0,1,0,0,0
"177",0.918,0,1,0,0,0,0
"178",0.776,0,1,0,0,0,0
"179",0.344,0,0,0,0,1,0
"180",0.306,0,1,0,0,0,0
"181",0.03,0,0,0,0,1,1
"182",0.96,0,0,0,0,1,0
"183",0.018,0,0,0,0,1,1
"184",0.55,0,0,0,0,1,0
"185",0.358,0,0,0,0,1,0
"186",0.628,0,0,0,0,1,0
"187",0.818,0,0,0,0,1,0
"188",0.108,0,0,0,0,1,1
"189",0.0679999999999999,0,0,0,0,1,0
"190",0.912,0,0,1,0,0,0
"191",0.896,0,0,0,0,1,0
"192",0.734,0,0,1,0,0,0
"193",0.242,0,0,0,0,1,0
"194",0.482,0,1,0,0,0,0
"195",0.702,0,0,0,0,1,0
"196",0.872,0,0,1,0,0,0
"197",0.596,0,1,0,0,0,0
"198",0.994,0,0,0,0,1,0
"199",0.2,0,0,0,0,1,0
"200",0.76,0,0,0,0,1,0
"201",0.802,0,0,1,0,0,0
"202",0.948,0,0,0,0,1,0
"203",0.622,0,1,0,0,0,0
"204",0.434,0,0,0,0,1,0
"205",0.198,0,0,0,0,1,0
"206",0.19,0,0,0,0,1,0
"207",0.092,0,1,0,0,0,0
