"","","","bonf_res"
"1",0.758,0.758,0
"2",0.607,0.607,0
"3",0.715,0.715,0
"4",0.239,0.239,0
"5",0.967,0.967,0
"6",0.27,0.27,0
"7",0.007,0.007,1
"8",0.95,0.95,0
"9",0.709,0.709,0
"10",0.168,0.168,0
"11",0.13,0.13,0
"12",0.851,0.851,0
"13",0.985,0.985,0
"14",0.769,0.769,0
"15",0.242,0.242,0
"16",0.672,0.672,0
"17",0.033,0.033,0
"18",0.317,0.317,0
"19",0.639,0.639,0
"20",0.328,0.328,0
"21",0.211,0.211,0
"22",0.978,0.978,0
"23",0.618,0.618,0
"24",0.363,0.363,0
"25",0.367,0.367,0
"26",0.183,0.183,0
"27",0.369,0.369,0
"28",0.93,0.93,0
"29",0.231,0.231,0
"30",0.178,0.178,0
"31",0.722,0.722,0
"32",0.323,0.323,0
"33",0.486,0.486,0
"34",0.594,0.594,0
"35",0.157,0.157,0
"36",0.398,0.398,0
"37",0.346,0.346,0
"38",0,0,1
"39",0.081,0.081,0
"40",0.727,0.727,0
"41",0.858,0.858,0
"42",0.194,0.194,0
"43",0.758,0.758,0
"44",0.715,0.715,0
"45",0.164,0.164,0
"46",0.251,0.251,0
"47",0.65,0.65,0
"48",0.388,0.388,0
"49",0.037,0.037,0
"50",0.568,0.568,0
"51",0.57,0.57,0
"52",0.914,0.914,0
"53",0.518,0.518,0
"54",0.235,0.235,0
"55",0.481,0.481,0
"56",0.067,0.067,0
"57",0.877,0.877,0
"58",0.414,0.414,0
"59",0.102,0.102,0
"60",0.483,0.483,0
"61",0.663,0.663,0
"62",0.767,0.767,0
"63",0.012,0.012,1
"64",0.282,0.282,0
"65",0.755,0.755,0
"66",0.48,0.48,0
"67",1,1,0
"68",0.326,0.326,0
"69",0.411,0.411,0
"70",0.173,0.173,0
"71",0.749,0.749,0
"72",0.814,0.814,0
"73",0.749,0.749,0
"74",0.5,0.5,0
"75",0.828,0.828,0
"76",0.834,0.834,0
"77",0.224,0.224,0
"78",0.764,0.764,0
"79",0.436,0.436,0
"80",0.617,0.617,0
