"","","","","","","","","bonf_res"
"1",0.222,1,0,0,0,0,0,0
"2",0.696,0,1,0,0,0,0,0
"3",0.896,1,0,0,0,0,0,0
"4",0.088,0,0,0,1,0,0,0
"5",0.896,0,0,0,1,0,0,0
"6",0.018,0,1,0,0,0,0,1
"7",0.184,0,1,0,0,0,0,0
"8",0.638,0,1,0,0,0,0,0
"9",0.396,0,1,0,0,0,0,0
"10",0.226,0,1,0,0,0,0,0
"11",0.0600000000000001,0,1,0,0,0,0,0
"12",0.6,0,1,0,0,0,0,0
"13",0.856,1,0,0,0,0,0,0
"14",0.946,1,0,0,0,0,0,0
"15",0.77,0,0,1,0,0,0,0
"16",0.73,0,1,0,0,0,0,0
"17",0.754,0,0,0,1,0,0,0
"18",0.178,0,0,1,0,0,0,0
"19",0.9,0,0,0,1,0,0,0
"20",0.53,1,0,0,0,0,0,0
"21",0.24,0,1,0,0,0,0,0
"22",0.374,0,0,0,1,0,0,0
"23",0.39,0,1,0,0,0,0,0
"24",0.952,0,1,0,0,0,0,0
"25",0.316,0,1,0,0,0,0,0
"26",0.838,0,1,0,0,0,0,0
"27",0.606,0,0,0,0,0,1,0
"28",0.73,1,0,0,0,0,0,0
"29",0.616,0,1,0,0,0,0,0
"30",0.596,0,1,0,0,0,0,0
"31",0.038,0,0,0,1,0,0,0
"32",0.374,0,1,0,0,0,0,0
"33",0.174,0,1,0,0,0,0,0
"34",0.48,0,1,0,0,0,0,0
"35",0.136,0,1,0,0,0,0,0
"36",0.106,0,0,1,0,0,0,0
"37",0.93,0,0,1,0,0,0,0
"38",0.626,0,1,0,0,0,0,0
"39",0.882,0,1,0,0,0,0,0
"40",0.532,0,1,0,0,0,0,0
"41",0.78,0,1,0,0,0,0,0
"42",0.354,0,1,0,0,0,0,0
"43",0.086,0,0,0,1,0,0,0
"44",0.478,0,1,0,0,0,0,0
"45",0.116,1,0,0,0,0,0,0
"46",0.282,0,0,1,0,0,0,0
"47",0.966,1,0,0,0,0,0,0
"48",0.868,0,0,1,0,0,0,0
"49",0.402,1,0,0,0,0,0,0
"50",0.332,0,1,0,0,0,0,0
"51",0.674,0,0,1,0,0,0,0
"52",0.966,0,1,0,0,0,0,0
"53",0.552,0,0,1,0,0,0,0
"54",0.58,0,1,0,0,0,0,0
"55",0.796,0,0,0,1,0,0,0
"56",0.122,0,1,0,0,0,0,0
"57",0.462,0,1,0,0,0,0,0
"58",0.12,0,1,0,0,0,0,0
"59",0.228,0,0,1,0,0,0,0
"60",0.26,0,0,1,0,0,0,0
"61",0.392,0,0,0,1,0,0,0
"62",0.352,0,1,0,0,0,0,0
"63",0.118,0,1,0,0,0,0,0
"64",0.04,0,1,0,0,0,0,0
"65",0.024,1,0,0,0,0,0,1
"66",0.198,0,1,0,0,0,0,0
"67",0.158,0,0,1,0,0,0,0
"68",1,0,1,0,0,0,0,0
"69",0.882,0,1,0,0,0,0,0
"70",0.162,1,0,0,0,0,0,0
"71",0.298,1,0,0,0,0,0,0
"72",0.736,0,1,0,0,0,0,0
"73",0.44,0,0,0,1,0,0,0
"74",0.466,0,0,1,0,0,0,0
"75",0.13,0,1,0,0,0,0,0
"76",0.09,0,0,0,0,1,0,0
"77",0.016,1,0,0,0,0,0,1
"78",0.074,0,1,0,0,0,0,1
"79",0.504,1,0,0,0,0,0,0
"80",0.868,0,1,0,0,0,0,0
"81",0.792,0,0,1,0,0,0,0
"82",0.3,0,1,0,0,0,0,0
