"","","","","","","","bonf_res"
"1",0.592,0,0,1,0,0,0
"2",0.004,0,0,0,0,1,1
"3",0.488,0,0,1,0,0,0
"4",0.484,0,1,0,0,0,0
"5",0.736,0,0,1,0,0,0
"6",0.816,0,0,1,0,0,0
"7",0.656,0,1,0,0,0,0
"8",0.052,0,0,0,0,1,0
"9",0.276,0,0,0,1,0,0
"10",0.512,0,0,0,1,0,0
"11",0.108,0,0,0,0,1,1
"12",0,0,0,1,0,0,1
"13",0,0,0,0,0,1,1
"14",0.716,0,0,0,0,1,0
"15",0.596,0,1,0,0,0,0
"16",0.404,0,0,0,1,0,0
"17",0.092,0,0,0,1,0,0
"18",0.208,0,0,1,0,0,0
"19",0.608,0,0,1,0,0,0
"20",0.36,0,0,1,0,0,0
"21",0.792,0,0,0,0,1,0
"22",0.092,0,1,0,0,0,0
"23",0.476,0,1,0,0,0,0
"24",0.388,0,0,0,1,0,0
"25",0.728,0,0,1,0,0,0
"26",0.636,0,0,0,1,0,0
"27",0.616,0,1,0,0,0,0
"28",0.136,0,0,1,0,0,0
"29",0.852,0,0,1,0,0,0
"30",0.7,0,0,1,0,0,0
"31",0.128,0,0,1,0,0,0
"32",0.076,0,0,0,0,1,0
"33",0.64,0,0,1,0,0,0
"34",0.66,0,0,0,0,1,0
"35",0.164,0,1,0,0,0,0
"36",0.004,0,0,0,1,0,0
"37",0.648,0,1,0,0,0,0
"38",0.64,0,0,1,0,0,0
"39",0.224,0,0,1,0,0,0
"40",0.048,0,0,0,0,1,0
"41",0.256,0,0,1,0,0,0
"42",0.012,0,0,0,0,1,1
"43",0.428,0,1,0,0,0,0
"44",0.268,0,0,1,0,0,0
"45",0.352,0,0,0,0,1,0
"46",0.248,0,0,1,0,0,0
"47",0.16,0,0,1,0,0,0
"48",0.248,0,0,1,0,0,0
"49",0.104,0,0,1,0,0,0
"50",0.028,0,0,1,0,0,1
"51",0.272,0,0,1,0,0,0
"52",0.884,0,0,1,0,0,0
"53",0.0679999999999999,0,0,1,0,0,0
"54",0.08,0,0,1,0,0,0
"55",0.148,0,1,0,0,0,0
"56",0.24,0,0,0,0,1,0
"57",0.076,0,0,1,0,0,1
"58",0.036,0,0,0,0,1,0
"59",0.388,0,0,1,0,0,0
"60",0.536,0,1,0,0,0,0
"61",0.24,0,0,1,0,0,0
"62",0.636,0,1,0,0,0,0
"63",0.036,0,0,0,0,1,0
"64",0.088,0,0,1,0,0,0
"65",0.544,0,0,0,1,0,0
"66",0.024,0,0,1,0,0,1
"67",0.86,0,0,1,0,0,0
"68",0.252,0,0,0,0,1,0
"69",0.44,0,0,0,0,1,0
"70",0.976,0,0,1,0,0,0
"71",0.0600000000000001,0,0,0,0,1,1
"72",0.00800000000000001,0,0,0,0,1,1
"73",0.116,0,0,0,0,1,0
