"","","","bonf_res"
"1",0.1905,0.1905,0
"2",0.172,0.172,0
"3",0.1525,0.1525,0
"4",0.0595,0.0595,0
"5",0.087,0.087,0
"6",0.1305,0.1305,0
"7",0.252,0.252,0
"8",0.526,0.526,0
"9",0.258,0.258,0
"10",0.219,0.219,0
"11",0.1855,0.1855,0
"12",0.0565,0.0565,0
"13",0.05,0.05,0
"14",0.0285,0.0285,1
"15",0.2225,0.2225,0
"16",0.524,0.524,0
"17",0.133,0.133,0
"18",0.541,0.541,0
"19",0.4305,0.4305,0
"20",0.082,0.082,0
"21",0.2475,0.2475,0
"22",0.0095,0.0095,1
"23",0.167,0.167,0
"24",0.043,0.043,0
"25",0.4515,0.4515,0
"26",0.057,0.057,0
"27",0.0355,0.0355,1
"28",0.289,0.289,0
"29",0.4015,0.4015,0
"30",0.0885,0.0885,0
"31",0.3065,0.3065,0
"32",0.073,0.073,0
"33",0.1205,0.1205,0
"34",0.045,0.045,0
"35",0.607,0.607,0
"36",0.8585,0.8585,0
"37",0.146,0.146,0
"38",0.491,0.491,0
"39",0.1515,0.1515,0
"40",0.435,0.435,0
"41",0.3925,0.3925,0
"42",0.1375,0.1375,0
"43",0.6445,0.6445,0
"44",0.349,0.349,0
"45",0.553,0.553,0
"46",0.02,0.02,1
"47",0.007,0.007,1
"48",0.51,0.51,0
"49",0.0415,0.0415,0
"50",0.006,0.006,1
"51",0.1785,0.1785,0
"52",0.278,0.278,0
"53",0.645,0.645,0
"54",0.1035,0.1035,0
"55",0.3005,0.3005,0
"56",0.252,0.252,0
"57",0.559,0.559,0
"58",0.0305,0.0305,0
"59",0.5655,0.5655,0
"60",0.2865,0.2865,0
"61",0.758,0.758,0
"62",0.091,0.091,0
"63",0.253,0.253,0
"64",0.0145,0.0145,1
"65",0,0,1
"66",0.0065,0.0065,1
"67",0.46,0.46,0
"68",0.206,0.206,0
"69",0.0185,0.0185,1
"70",0.418,0.418,0
"71",0.495,0.495,0
"72",0.2045,0.2045,0
"73",0.091,0.091,0
"74",0.632,0.632,0
"75",0.455,0.455,0
"76",0.032,0.032,0
"77",0.288,0.288,0
"78",0.005,0.005,1
"79",0.1515,0.1515,0
"80",0.07,0.07,0
"81",0.4165,0.4165,0
"82",0.188,0.188,0
"83",0.1385,0.1385,0
"84",0.013,0.013,1
"85",0.0695,0.0695,0
"86",0.7585,0.7585,0
"87",0.2735,0.2735,0
"88",0.526,0.526,0
"89",0.0665,0.0665,0
"90",0.601,0.601,0
"91",0.291,0.291,0
"92",0.0015,0.0015,1
"93",0.1005,0.1005,0
"94",0.008,0.008,1
"95",0.0315,0.0315,0
"96",0.113,0.113,0
"97",0.542,0.542,0
"98",0.548,0.548,0
"99",0.1075,0.1075,0
"100",0.03,0.03,0
"101",0.12,0.12,0
"102",0.002,0.002,1
"103",0.215,0.215,0
"104",0.198,0.198,0
"105",0.4495,0.4495,0
"106",0.129,0.129,0
"107",0.478,0.478,0
"108",0.846,0.846,0
"109",0.4705,0.4705,0
"110",0.3855,0.3855,0
"111",0.016,0.016,0
"112",0.074,0.074,0
"113",0.1495,0.1495,0
"114",0.058,0.058,0
"115",0.626,0.626,0
"116",0.317,0.317,0
"117",0.07,0.07,0
"118",0.6375,0.6375,0
"119",0.0625,0.0625,0
"120",0.1365,0.1365,0
"121",0.016,0.016,1
"122",0.021,0.021,0
"123",0.4575,0.4575,0
"124",0.815,0.815,0
"125",0.443,0.443,0
"126",0.1685,0.1685,0
"127",0.207,0.207,0
"128",0.006,0.006,1
"129",0.8045,0.8045,0
"130",0.029,0.029,1
"131",0.335,0.335,0
"132",0.5095,0.5095,0
"133",0.6745,0.6745,0
"134",0.833,0.833,0
"135",0.1975,0.1975,0
"136",0.234,0.234,0
"137",0.062,0.062,0
"138",0.0215,0.0215,0
"139",0.025,0.025,1
"140",0.0425,0.0425,0
"141",0.0775,0.0775,0
"142",0.0735,0.0735,0
"143",0.08,0.08,0
"144",0.0215,0.0215,1
"145",0.039,0.039,0
"146",0.931,0.931,0
"147",0.6005,0.6005,0
"148",0.541,0.541,0
"149",0.1565,0.1565,0
"150",0.208,0.208,0
"151",0.2495,0.2495,0
"152",0.3085,0.3085,0
"153",0.894,0.894,0
"154",0.1735,0.1735,0
"155",0.203,0.203,0
"156",0.365,0.365,0
"157",0.624,0.624,0
"158",0.5335,0.5335,0
"159",0.056,0.056,0
"160",0.7665,0.7665,0
"161",0.047,0.047,0
"162",0.713,0.713,0
"163",0.1535,0.1535,0
"164",0.0955,0.0955,0
"165",0.055,0.055,0
"166",0.002,0.002,0
"167",0.2775,0.2775,0
"168",0.1785,0.1785,0
"169",0.202,0.202,0
"170",0.0075,0.0075,1
"171",0.2135,0.2135,0
"172",0.031,0.031,0
"173",0.3525,0.3525,0
"174",0.149,0.149,0
"175",0.4005,0.4005,0
"176",0.163,0.163,0
"177",0.2895,0.2895,0
"178",0.258,0.258,0
"179",0.0645,0.0645,0
"180",0.431,0.431,0
"181",0.752,0.752,0
"182",0.1965,0.1965,0
"183",0.4745,0.4745,0
"184",0.97,0.97,0
"185",0.211,0.211,0
"186",0.01,0.01,1
"187",0.1055,0.1055,0
"188",0.052,0.052,0
"189",0.0455,0.0455,0
"190",0.0845,0.0845,0
"191",0.367,0.367,0
"192",0.3885,0.3885,0
"193",0.1845,0.1845,0
"194",0.291,0.291,0
"195",0.1615,0.1615,0
"196",0.4285,0.4285,0
"197",0.12,0.12,0
"198",0.013,0.013,1
"199",0.055,0.055,0
"200",0.452,0.452,0
"201",0.1275,0.1275,0
"202",0.339,0.339,0
"203",0.0555,0.0555,0
"204",0.0905,0.0905,0
"205",0.6,0.6,0
"206",0.487,0.487,0
"207",0.351,0.351,0
"208",0.001,0.001,1
"209",0.1295,0.1295,0
"210",0.2605,0.2605,0
"211",0.1085,0.1085,0
"212",0.3315,0.3315,0
"213",0.4115,0.4115,0
"214",0.0075,0.0075,1
"215",0.5125,0.5125,0
"216",0.7325,0.7325,0
"217",0.0715,0.0715,0
"218",0.8045,0.8045,0
"219",0.267,0.267,0
"220",0.1765,0.1765,0
"221",0.1795,0.1795,0
"222",0.0935,0.0935,0
"223",0.487,0.487,0
"224",0.417,0.417,0
"225",0.087,0.087,0
"226",0.463,0.463,0
"227",0.1355,0.1355,0
"228",0.0075,0.0075,1
"229",0.6215,0.6215,0
"230",0.408,0.408,0
"231",0.0475,0.0475,0
"232",0.1505,0.1505,0
"233",0.6515,0.6515,0
"234",0.633,0.633,0
"235",0.0805,0.0805,0
"236",0.461,0.461,0
"237",0.009,0.009,1
"238",0.241,0.241,0
"239",0.0055,0.0055,1
"240",0.19,0.19,0
"241",0.004,0.004,1
"242",0.2565,0.2565,0
"243",0.015,0.015,0
"244",0.006,0.006,1
"245",0.0505,0.0505,0
"246",0.3255,0.3255,0
"247",0.0715,0.0715,0
"248",0.1145,0.1145,0
"249",0.2075,0.2075,0
"250",0.09,0.09,0
"251",0.235,0.235,0
"252",0.048,0.048,0
"253",0.563,0.563,0
"254",0.006,0.006,1
"255",0.081,0.081,0
"256",0.579,0.579,0
"257",0.4075,0.4075,0
"258",0.554,0.554,0
"259",0.018,0.018,1
"260",0.548,0.548,0
"261",0.0055,0.0055,1
"262",0.2895,0.2895,0
"263",0.0785,0.0785,0
"264",0.1145,0.1145,0
"265",0.1075,0.1075,0
"266",0.0835,0.0835,0
"267",0.0545,0.0545,0
"268",0.034,0.034,1
"269",0.0315,0.0315,0
"270",0.004,0.004,1
"271",0.4495,0.4495,0
"272",0.0165,0.0165,1
"273",0.002,0.002,1
