"","","","bonf_res"
"1",0,1,1
"2",0.00600000000000001,1,1
"3",0.026,1,1
"4",0,1,1
"5",0,1,1
"6",0.002,1,1
"7",0.00800000000000001,1,1
"8",0.004,1,1
"9",0,1,1
"10",0,1,1
"11",0,1,1
"12",0.018,1,1
"13",0.00800000000000001,1,1
"14",0,1,1
"15",0.02,1,1
"16",0,1,1
"17",0.154,1,0
"18",0.00600000000000001,1,1
"19",0.002,1,1
"20",0.024,1,1
"21",0,1,1
"22",0.004,1,1
"23",0.026,1,1
"24",0,1,1
"25",0.004,1,1
"26",0.00600000000000001,1,1
"27",0.02,1,1
"28",0.016,1,1
"29",0.002,1,1
"30",0.01,1,1
"31",0.022,1,1
"32",0,1,1
"33",0.002,1,1
"34",0.07,1,0
"35",0.002,1,1
"36",0,1,1
"37",0.032,1,0
"38",0.014,1,1
"39",0.01,1,1
"40",0.002,1,1
"41",0.112,1,1
"42",0.012,1,1
"43",0.004,1,1
"44",0,1,1
"45",0,1,1
"46",0.26,1,0
"47",0,1,1
"48",0.00600000000000001,1,1
"49",0.096,1,0
"50",0.226,1,0
"51",0,1,1
"52",0.00600000000000001,1,1
"53",0.004,1,1
"54",0.034,1,1
"55",0,1,1
"56",0.002,1,1
"57",0,1,1
"58",0,1,1
"59",0,1,1
"60",0,1,1
"61",0.00600000000000001,1,1
"62",0,1,1
"63",0,1,1
"64",0.002,1,1
"65",0,1,1
"66",0.136,1,1
"67",0,1,1
"68",0,1,1
"69",0.0620000000000001,1,1
"70",0,1,1
"71",0.002,1,1
"72",0.002,1,1
"73",0.00600000000000001,1,1
"74",0,1,1
"75",0.002,1,1
"76",0,1,1
"77",0.002,1,1
"78",0,1,1
"79",0.00800000000000001,1,1
"80",0,1,1
"81",0.0580000000000001,1,0
"82",0,1,1
"83",0.00600000000000001,1,1
"84",0,1,1
"85",0,1,1
"86",0,1,1
"87",0,1,1
"88",0,1,1
"89",0.002,1,1
"90",0.01,1,1
"91",0.004,1,1
"92",0.00600000000000001,1,1
"93",0.012,1,1
"94",0.0639999999999999,1,0
"95",0.00800000000000001,1,1
"96",0.002,1,1
"97",0,1,1
"98",0.032,1,1
"99",0.044,1,1
"100",0.0580000000000001,1,0
"101",0.038,1,0
"102",0.026,1,1
"103",0,1,1
"104",0.00600000000000001,1,1
"105",0,1,1
"106",0,1,1
"107",0.01,1,1
"108",0.002,1,1
"109",0.026,1,0
"110",0,1,1
"111",0,1,1
"112",0.122,1,0
"113",0.024,1,1
"114",0,1,1
"115",0.036,1,1
"116",0.124,1,1
"117",0.002,1,1
"118",0.09,1,0
"119",0.032,1,0
"120",0.034,1,1
"121",0.044,1,0
"122",0.002,1,1
"123",0.01,1,1
"124",0.004,1,1
"125",0.024,1,1
"126",0.002,1,1
"127",0,1,1
"128",0.004,1,1
"129",0,1,1
"130",0.004,1,1
"131",0.004,1,1
"132",0,1,1
"133",0.00600000000000001,1,1
"134",0.048,1,1
"135",0,1,1
"136",0.002,1,1
"137",0.034,1,1
"138",0,1,1
"139",0.00600000000000001,1,1
"140",0,1,1
"141",0.002,1,1
"142",0.016,1,0
"143",0,1,1
"144",0.018,1,0
"145",0.004,1,1
"146",0,1,1
"147",0,1,1
"148",0,1,1
"149",0.01,1,1
"150",0.0600000000000001,1,1
"151",0.00600000000000001,1,1
"152",0.012,1,0
"153",0.002,1,1
"154",0.002,1,1
"155",0.122,1,0
"156",0.01,1,1
"157",0.002,1,1
"158",0.026,1,1
"159",0,1,1
"160",0.014,1,1
"161",0.002,1,1
"162",0.002,1,1
"163",0.086,1,0
"164",0.002,1,1
"165",0.002,1,1
"166",0,1,1
"167",0,1,1
"168",0.0600000000000001,1,0
"169",0.004,1,0
"170",0.01,1,1
"171",0,1,1
"172",0,1,1
"173",0,1,1
"174",0,1,1
"175",0.014,1,1
"176",0.002,1,1
"177",0.018,1,1
"178",0,1,1
"179",0.00600000000000001,1,1
"180",0.03,1,0
"181",0.00800000000000001,1,1
"182",0.018,1,1
"183",0.026,1,1
"184",0.002,1,1
"185",0,1,1
"186",0,1,1
"187",0,1,1
"188",0.00600000000000001,1,1
"189",0.012,1,1
"190",0,1,1
"191",0,1,1
"192",0.072,1,1
"193",0,1,1
"194",0,1,1
"195",0.042,1,1
"196",0,1,1
"197",0.002,1,1
"198",0.098,1,1
"199",0,1,1
"200",0.034,1,1
"201",0,1,1
"202",0.00800000000000001,1,1
"203",0.042,1,1
"204",0,1,1
"205",0,1,1
"206",0,1,1
"207",0.018,1,1
"208",0.032,1,1
"209",0.012,1,1
"210",0,1,1
"211",0.004,1,1
"212",0.00600000000000001,1,1
"213",0.002,1,1
"214",0.032,1,1
"215",0,1,1
"216",0.00800000000000001,1,1
"217",0,1,1
"218",0.002,1,1
"219",0.024,1,1
"220",0.038,1,1
"221",0.002,1,1
"222",0.03,1,0
"223",0,1,1
"224",0.002,1,1
"225",0.02,1,1
"226",0,1,1
"227",0,1,1
"228",0.004,1,1
"229",0.032,1,1
"230",0.00600000000000001,1,1
"231",0,1,1
"232",0,1,1
"233",0,1,1
"234",0.04,1,0
"235",0,1,1
"236",0,1,1
"237",0.012,1,1
"238",0.002,1,1
"239",0,1,1
"240",0.004,1,1
"241",0.018,1,1
"242",0,1,1
"243",0.016,1,1
"244",0.168,1,0
"245",0.00600000000000001,1,1
"246",0,1,1
"247",0.026,1,1
"248",0.004,1,1
"249",0,1,1
"250",0,1,1
"251",0,1,1
"252",0,1,1
"253",0.01,1,1
"254",0,1,1
"255",0,1,1
"256",0,1,1
"257",0.142,1,0
"258",0.024,1,1
"259",0,1,1
"260",0.004,1,1
"261",0.002,1,1
"262",0,1,1
"263",0.00800000000000001,1,1
"264",0.004,1,1
"265",0.01,1,1
"266",0,1,1
"267",0.012,1,1
"268",0.004,1,1
"269",0.004,1,1
"270",0.0580000000000001,1,1
"271",0,1,1
"272",0,1,1
