"","","","bonf_res"
"1",0.1205,0.1205,0
"2",0.0025,0.0025,1
"3",5e-04,5e-04,1
"4",0.0075,0.0075,1
"5",0.0805,0.0805,0
"6",0.005,0.005,1
"7",0.0185,0.0185,1
"8",0.001,0.001,1
"9",0.0015,0.0015,1
"10",0.001,0.001,1
"11",0.0435,0.0435,0
"12",0.0015,0.0015,1
"13",0,0,1
"14",0.0275,0.0275,1
"15",0.001,0.001,1
"16",0,0,1
"17",0,0,1
"18",0.001,0.001,1
"19",0.001,0.001,1
"20",0.0055,0.0055,1
"21",0.0075,0.0075,1
"22",0.134,0.134,0
"23",0.0505,0.0505,0
"24",0.0115,0.0115,1
"25",5e-04,5e-04,1
"26",0.0015,0.0015,1
"27",0.005,0.005,1
"28",0.0385,0.0385,0
"29",0.0435,0.0435,0
"30",5e-04,5e-04,1
"31",0.003,0.003,1
"32",0.003,0.003,1
"33",0.0815,0.0815,0
"34",0.0085,0.0085,1
"35",0.0165,0.0165,1
"36",5e-04,5e-04,1
"37",0.0035,0.0035,1
"38",0.001,0.001,1
"39",0.0105,0.0105,1
"40",0.0015,0.0015,1
"41",0.0115,0.0115,1
"42",5e-04,5e-04,1
"43",0.016,0.016,1
"44",0,0,1
"45",0.0015,0.0015,1
"46",0.0045,0.0045,1
"47",0.0175,0.0175,1
"48",0.001,0.001,1
"49",0.003,0.003,1
"50",0.0435,0.0435,1
"51",0.0145,0.0145,1
"52",0.002,0.002,1
"53",0.0055,0.0055,1
"54",0.006,0.006,1
"55",0.0015,0.0015,1
"56",5e-04,5e-04,1
"57",0,0,1
"58",0.001,0.001,1
"59",0,0,1
"60",5e-04,5e-04,1
"61",0,0,1
"62",0,0,1
"63",0.21,0.21,0
"64",0,0,1
"65",0.002,0.002,1
"66",0.004,0.004,1
"67",0,0,1
"68",0.003,0.003,1
"69",5e-04,5e-04,1
"70",5e-04,5e-04,1
"71",0,0,1
"72",0,0,1
"73",0.002,0.002,1
"74",5e-04,5e-04,1
"75",5e-04,5e-04,1
"76",0.013,0.013,1
"77",5e-04,5e-04,1
"78",0.0025,0.0025,1
"79",0.001,0.001,1
"80",0,0,1
"81",0.003,0.003,1
"82",0.002,0.002,1
"83",0.0085,0.0085,1
"84",0.0015,0.0015,1
"85",0.0055,0.0055,1
"86",5e-04,5e-04,1
"87",0,0,1
"88",0,0,1
"89",0.0265,0.0265,1
"90",0.001,0.001,1
"91",5e-04,5e-04,1
"92",0.126,0.126,0
"93",0.004,0.004,1
"94",0.0015,0.0015,1
"95",0.0165,0.0165,1
"96",0.004,0.004,1
"97",0.0015,0.0015,1
"98",0.208,0.208,0
"99",0.006,0.006,1
"100",0.0095,0.0095,1
"101",0.003,0.003,1
"102",0.0055,0.0055,1
"103",0.0015,0.0015,1
"104",0.004,0.004,1
"105",0.082,0.082,0
"106",0.003,0.003,1
"107",0.0045,0.0045,1
"108",0,0,1
"109",0,0,1
"110",0.0015,0.0015,1
"111",0.001,0.001,1
"112",0.068,0.068,0
"113",5e-04,5e-04,1
"114",0.0075,0.0075,1
"115",5e-04,5e-04,1
"116",5e-04,5e-04,1
"117",5e-04,5e-04,1
"118",0.0025,0.0025,1
"119",0.0035,0.0035,1
"120",5e-04,5e-04,1
"121",0.0035,0.0035,1
"122",0.001,0.001,1
"123",0.001,0.001,1
"124",0.003,0.003,1
"125",0.002,0.002,1
"126",0,0,1
"127",0.0045,0.0045,1
"128",0.006,0.006,1
"129",0.0015,0.0015,1
"130",0.0015,0.0015,1
"131",0.0015,0.0015,1
"132",0.001,0.001,1
"133",0,0,1
"134",0.0015,0.0015,1
"135",5e-04,5e-04,1
"136",0.0035,0.0035,1
"137",0.005,0.005,1
"138",0.0025,0.0025,1
"139",0.0015,0.0015,1
"140",0.076,0.076,0
"141",0.006,0.006,1
"142",0.096,0.096,0
"143",0.001,0.001,1
"144",0.002,0.002,1
"145",5e-04,5e-04,1
"146",0.0225,0.0225,1
"147",0.001,0.001,1
"148",0,0,1
"149",5e-04,5e-04,1
"150",0.0025,0.0025,1
"151",0.002,0.002,1
"152",0.0015,0.0015,1
"153",5e-04,5e-04,1
"154",0.0035,0.0035,1
"155",0.002,0.002,1
"156",0.0135,0.0135,1
"157",0.001,0.001,1
"158",0.0135,0.0135,1
"159",0.0365,0.0365,1
"160",5e-04,5e-04,1
"161",0,0,1
"162",0.0025,0.0025,1
"163",0.3965,0.3965,0
"164",0.003,0.003,1
"165",0.0015,0.0015,1
"166",0.002,0.002,1
"167",0,0,1
"168",0.001,0.001,1
"169",5e-04,5e-04,1
"170",0,0,1
"171",0.002,0.002,1
"172",0,0,1
"173",0.0035,0.0035,1
"174",0.0115,0.0115,1
"175",0.001,0.001,1
"176",0,0,1
"177",0.001,0.001,1
"178",0.0015,0.0015,1
"179",0.001,0.001,1
"180",5e-04,5e-04,1
"181",0.0155,0.0155,1
"182",0.0015,0.0015,1
"183",0.0025,0.0025,1
"184",0,0,1
"185",0,0,1
"186",0.002,0.002,1
"187",0.003,0.003,1
"188",0.029,0.029,1
"189",0.001,0.001,1
"190",0.001,0.001,1
"191",0,0,1
"192",0.002,0.002,1
"193",0.0015,0.0015,1
"194",0.0025,0.0025,1
"195",0.0555,0.0555,0
"196",0.001,0.001,1
"197",0.004,0.004,1
"198",0.002,0.002,1
"199",0.002,0.002,1
"200",5e-04,5e-04,1
"201",0.001,0.001,1
"202",0.002,0.002,1
"203",0,0,1
"204",0.003,0.003,1
"205",0,0,1
"206",0.0015,0.0015,1
"207",0,0,1
"208",0,0,1
"209",0.003,0.003,1
"210",0.004,0.004,1
"211",0.0015,0.0015,1
"212",0.006,0.006,1
"213",0,0,1
"214",5e-04,5e-04,1
"215",0,0,1
"216",0,0,1
"217",0.0545,0.0545,0
"218",0.0025,0.0025,1
"219",0.001,0.001,1
"220",0.001,0.001,1
"221",0,0,1
"222",5e-04,5e-04,1
"223",0.0035,0.0035,1
"224",0.0015,0.0015,1
"225",0.001,0.001,1
"226",0.001,0.001,1
"227",0.002,0.002,1
"228",5e-04,5e-04,1
"229",0.003,0.003,1
"230",0.001,0.001,1
"231",5e-04,5e-04,1
"232",0.002,0.002,1
"233",0,0,1
"234",0.0015,0.0015,1
"235",0.0035,0.0035,1
"236",0.0015,0.0015,1
"237",5e-04,5e-04,1
"238",0.0015,0.0015,1
"239",0,0,1
"240",5e-04,5e-04,1
"241",0.011,0.011,1
"242",0.0085,0.0085,1
"243",0,0,1
"244",5e-04,5e-04,1
"245",0,0,1
"246",0.0025,0.0025,1
"247",0.004,0.004,1
"248",0.002,0.002,1
"249",0.0215,0.0215,1
"250",0.0075,0.0075,1
"251",5e-04,5e-04,1
"252",0.0025,0.0025,1
"253",0.0955,0.0955,0
"254",0.0625,0.0625,0
"255",0.0015,0.0015,1
"256",0.001,0.001,1
"257",0.0165,0.0165,1
"258",0.001,0.001,1
"259",5e-04,5e-04,1
"260",0.0135,0.0135,1
"261",0,0,1
"262",0,0,1
"263",0,0,1
"264",0.0045,0.0045,1
"265",0.0025,0.0025,1
"266",0,0,1
"267",0.0045,0.0045,1
"268",0,0,1
"269",0.001,0.001,1
"270",0.006,0.006,1
"271",0.0065,0.0065,1
"272",0.002,0.002,1
"273",0.001,0.001,1
"274",0.001,0.001,1
"275",0,0,1
"276",0.0215,0.0215,1
"277",0.001,0.001,1
"278",0.001,0.001,1
"279",0.0045,0.0045,1
"280",0,0,1
"281",0,0,1
"282",0,0,1
"283",5e-04,5e-04,1
"284",0.003,0.003,1
"285",0.0485,0.0485,0
"286",5e-04,5e-04,1
"287",0.0015,0.0015,1
"288",0.001,0.001,1
"289",0.0015,0.0015,1
"290",0.001,0.001,1
"291",0.0065,0.0065,1
"292",5e-04,5e-04,1
"293",0.004,0.004,1
"294",0.002,0.002,1
"295",0.156,0.156,0
"296",0,0,1
"297",0.0055,0.0055,1
"298",0.005,0.005,1
"299",0.006,0.006,1
"300",0.0365,0.0365,0
"301",0.0055,0.0055,1
"302",0.0015,0.0015,1
"303",0,0,1
"304",0,0,1
"305",0.002,0.002,1
"306",0.002,0.002,1
"307",0.002,0.002,1
"308",0.003,0.003,1
"309",0,0,1
"310",0.002,0.002,1
"311",0,0,1
"312",0.001,0.001,1
"313",5e-04,5e-04,1
"314",0.002,0.002,1
"315",5e-04,5e-04,1
"316",0,0,1
"317",0.0015,0.0015,1
"318",5e-04,5e-04,1
"319",0.0015,0.0015,1
"320",5e-04,5e-04,1
"321",0.003,0.003,1
"322",0.002,0.002,1
"323",5e-04,5e-04,1
"324",5e-04,5e-04,1
"325",0.001,0.001,1
"326",0.012,0.012,1
"327",0.0055,0.0055,1
"328",5e-04,5e-04,1
"329",0.0015,0.0015,1
"330",0.0385,0.0385,1
"331",0.0025,0.0025,1
"332",0.011,0.011,1
"333",0.0085,0.0085,1
"334",0.0045,0.0045,1
"335",0.001,0.001,1
"336",0.003,0.003,1
"337",0.002,0.002,1
"338",5e-04,5e-04,1
"339",0.0055,0.0055,1
"340",0,0,1
"341",0.002,0.002,1
"342",0,0,1
"343",0.3645,0.3645,0
"344",0.017,0.017,1
"345",0,0,1
"346",0.002,0.002,1
"347",0,0,1
"348",0.0015,0.0015,1
"349",0.001,0.001,1
"350",0.066,0.066,0
"351",0.0025,0.0025,1
"352",0.0015,0.0015,1
"353",0.008,0.008,1
"354",5e-04,5e-04,1
"355",0,0,1
"356",5e-04,5e-04,1
"357",5e-04,5e-04,1
"358",0.005,0.005,1
"359",0.003,0.003,1
"360",0.005,0.005,1
"361",0.0015,0.0015,1
"362",0.0045,0.0045,1
"363",5e-04,5e-04,1
"364",0.0035,0.0035,1
"365",0.002,0.002,1
"366",0.032,0.032,1
"367",0.0015,0.0015,1
"368",0.007,0.007,1
"369",0.0105,0.0105,1
"370",0,0,1
