"","","","","","","","","bonf_res"
"53",0.176,0,1,0,0,0,0,0
"54",0.092,1,0,0,0,0,0,0
"55",0.136,0,0,1,0,0,0,0
"56",0.44,0,1,0,0,0,0,0
"57",0.34,0,0,0,1,0,0,0
"58",0.908,0,1,0,0,0,0,0
"59",0.1,0,1,0,0,0,0,0
"60",0.776,0,1,0,0,0,0,0
"61",0.552,1,0,0,0,0,0,0
"62",0.836,0,0,1,0,0,0,0
"63",0.508,1,0,0,0,0,0,0
"64",0.68,0,0,0,0,1,0,0
"65",0.296,0,1,0,0,0,0,0
"66",0.808,0,1,0,0,0,0,0
"67",0.752,0,1,0,0,0,0,0
"68",0.448,1,0,0,0,0,0,0
"69",0.26,0,1,0,0,0,0,0
"70",0.436,1,0,0,0,0,0,0
"71",0.888,0,1,0,0,0,0,0
"72",0.384,0,1,0,0,0,0,0
"73",0.66,1,0,0,0,0,0,0
"74",0.488,0,0,1,0,0,0,0
"75",0.924,0,0,1,0,0,0,0
"76",0.38,0,1,0,0,0,0,0
"77",0.792,0,0,0,1,0,0,0
"78",0.996,0,1,0,0,0,0,0
"79",0.052,0,0,0,1,0,0,0
"80",0.588,0,0,1,0,0,0,0
"81",0.128,0,1,0,0,0,0,0
"82",0.724,0,0,0,1,0,0,0
"83",0.04,0,1,0,0,0,0,0
"84",0,0,1,0,0,0,0,1
"85",0.356,0,1,0,0,0,0,0
"86",0.192,1,0,0,0,0,0,0
"87",0.0639999999999999,0,0,1,0,0,0,0
"88",0.872,0,1,0,0,0,0,0
"89",0.96,0,1,0,0,0,0,0
"90",0.576,0,0,0,1,0,0,0
"91",0.0600000000000001,0,1,0,0,0,0,1
"92",0.464,0,1,0,0,0,0,0
"93",0.372,1,0,0,0,0,0,0
"94",0.244,0,0,1,0,0,0,0
"95",0.32,0,1,0,0,0,0,0
"96",0.224,0,1,0,0,0,0,0
"97",0.236,0,0,0,0,1,0,0
"98",0.036,1,0,0,0,0,0,0
"99",0.9,0,0,1,0,0,0,0
"100",0.664,0,1,0,0,0,0,0
"101",0.336,0,1,0,0,0,0,0
"102",0.088,1,0,0,0,0,0,0
"103",0.764,0,1,0,0,0,0,0
"104",0.78,0,1,0,0,0,0,0
"105",0.704,0,1,0,0,0,0,0
"106",0.208,1,0,0,0,0,0,0
"107",0.864,0,1,0,0,0,0,0
"108",0.136,0,1,0,0,0,0,0
"109",0.108,0,1,0,0,0,0,0
"110",0.788,0,0,1,0,0,0,0
"111",0.1,0,1,0,0,0,0,0
"112",0.34,0,0,1,0,0,0,0
"113",0.504,1,0,0,0,0,0,0
"114",0.0600000000000001,0,1,0,0,0,0,1
"115",0.232,0,1,0,0,0,0,0
"116",0.112,1,0,0,0,0,0,0
"117",0.352,0,0,1,0,0,0,0
"118",0.272,0,0,0,0,1,0,0
"119",0.272,0,0,0,0,0,1,0
"120",0.108,0,0,0,1,0,0,0
"121",0.672,0,0,1,0,0,0,0
"122",0.46,0,0,1,0,0,0,0
"123",0.228,0,1,0,0,0,0,0
"124",0.688,0,1,0,0,0,0,0
"125",0.68,0,1,0,0,0,0,0
"126",0.332,0,0,0,1,0,0,0
"127",0.108,0,0,1,0,0,0,0
"128",0.636,0,0,0,1,0,0,0
"129",1,0,1,0,0,0,0,0
"130",0.172,0,1,0,0,0,0,0
"131",0.86,0,0,1,0,0,0,0
"132",0.816,0,1,0,0,0,0,0
"133",0.336,0,1,0,0,0,0,0
"134",0.884,1,0,0,0,0,0,0
"135",0.232,1,0,0,0,0,0,0
"136",0.892,0,0,0,1,0,0,0
"137",0.144,0,1,0,0,0,0,0
"138",0.444,0,1,0,0,0,0,0
"139",0.212,0,1,0,0,0,0,0
"140",0.36,0,1,0,0,0,0,0
"141",0.34,0,1,0,0,0,0,0
"142",0.424,0,1,0,0,0,0,0
"143",0.408,0,0,0,1,0,0,0
"144",0.832,0,0,1,0,0,0,0
"145",0.436,0,1,0,0,0,0,0
"146",0.052,1,0,0,0,0,0,0
"147",0.416,0,0,0,1,0,0,0
"148",0.88,1,0,0,0,0,0,0
"149",0.544,0,0,1,0,0,0,0
"150",0.848,0,1,0,0,0,0,0
"151",0.92,0,0,1,0,0,0,0
"152",0.64,1,0,0,0,0,0,0
"153",0.88,0,0,1,0,0,0,0
"154",0.084,1,0,0,0,0,0,1
"155",0.572,0,1,0,0,0,0,0
"156",0.288,0,1,0,0,0,0,0
"157",0.292,0,0,1,0,0,0,0
"158",0.592,0,0,0,1,0,0,0
"159",0.296,0,1,0,0,0,0,0
"160",0.848,1,0,0,0,0,0,0
"161",0.264,1,0,0,0,0,0,0
"162",0.972,1,0,0,0,0,0,0
"163",0.816,0,1,0,0,0,0,0
"164",0.472,1,0,0,0,0,0,0
"165",0.94,0,0,0,0,0,1,0
"166",0.832,0,0,1,0,0,0,0
"167",0.476,1,0,0,0,0,0,0
"168",0.0679999999999999,1,0,0,0,0,0,0
"169",0.048,0,0,1,0,0,0,0
"170",0.052,0,0,1,0,0,0,1
"171",0.8,1,0,0,0,0,0,0
"172",0.252,0,1,0,0,0,0,0
"173",0.6,0,1,0,0,0,0,0
"174",0.716,0,1,0,0,0,0,0
"175",0.5,1,0,0,0,0,0,0
"176",0.588,0,0,1,0,0,0,0
"177",0.74,0,0,0,0,1,0,0
"178",0.996,0,1,0,0,0,0,0
"179",0.128,0,0,0,0,0,1,0
"180",0.044,0,1,0,0,0,0,0
"181",0.924,0,1,0,0,0,0,0
"182",0.82,0,0,0,1,0,0,0
"183",0.888,0,1,0,0,0,0,0
"184",0.26,0,0,0,1,0,0,0
"185",0.196,0,0,1,0,0,0,0
"186",0.44,0,1,0,0,0,0,0
"187",0.236,0,0,0,0,1,0,0
"188",0.488,0,0,1,0,0,0,0
"189",0.108,0,1,0,0,0,0,0
"190",0.904,1,0,0,0,0,0,0
"191",0.628,1,0,0,0,0,0,0
"192",0.924,0,0,1,0,0,0,0
"193",0.88,0,1,0,0,0,0,0
"194",0.732,0,0,0,0,0,1,0
"195",0.04,1,0,0,0,0,0,1
"196",0.932,0,0,0,0,0,1,0
"197",0.608,0,0,1,0,0,0,0
"198",0.084,0,0,1,0,0,0,0
"199",0.316,0,1,0,0,0,0,0
"200",0.22,0,1,0,0,0,0,0
"201",0.096,0,0,0,1,0,0,0
"202",0.28,0,1,0,0,0,0,0
"203",0.808,0,1,0,0,0,0,0
"204",0.504,0,1,0,0,0,0,0
"205",0.572,0,1,0,0,0,0,0
"206",0.7,0,1,0,0,0,0,0
"207",0.556,1,0,0,0,0,0,0
"208",0.184,0,1,0,0,0,0,0
"209",0.596,1,0,0,0,0,0,0
"210",0.8,0,0,0,1,0,0,0
"211",0.084,1,0,0,0,0,0,0
"212",0.0600000000000001,0,1,0,0,0,0,0
"213",0.348,0,1,0,0,0,0,0
"214",0.076,0,0,0,0,0,1,0
"215",0.128,0,1,0,0,0,0,0
"216",0.624,0,0,1,0,0,0,0
"217",0.344,0,1,0,0,0,0,0
"218",0.972,0,1,0,0,0,0,0
"219",0.884,0,1,0,0,0,0,0
"220",0.616,1,0,0,0,0,0,0
"221",0.556,0,1,0,0,0,0,0
"222",0.38,0,0,0,0,0,1,0
"223",0.916,0,1,0,0,0,0,0
"224",0.236,0,0,1,0,0,0,0
"225",0.576,1,0,0,0,0,0,0
"226",0.508,0,1,0,0,0,0,0
"227",0.464,0,0,1,0,0,0,0
"228",0.28,0,1,0,0,0,0,0
"229",0.46,1,0,0,0,0,0,0
"230",0.516,0,1,0,0,0,0,0
"231",0.024,0,0,0,0,0,1,1
"232",0.076,0,0,0,0,0,1,0
"233",0.868,0,0,0,1,0,0,0
"234",0.128,0,1,0,0,0,0,0
"235",0.656,0,0,0,1,0,0,0
"236",0.688,0,0,0,1,0,0,0
"237",0.212,0,1,0,0,0,0,0
"238",0.112,0,0,1,0,0,0,0
"239",0.668,0,1,0,0,0,0,0
"240",0.396,0,1,0,0,0,0,0
"241",0.548,0,0,0,0,0,1,0
"242",0.672,0,1,0,0,0,0,0
"243",0.62,0,1,0,0,0,0,0
"244",0.316,0,0,0,1,0,0,0
"245",0.672,0,0,0,1,0,0,0
"246",0.896,0,1,0,0,0,0,0
"247",0.78,1,0,0,0,0,0,0
"248",0.196,0,1,0,0,0,0,0
"249",0.584,0,0,0,1,0,0,0
"250",0.44,0,1,0,0,0,0,0
"251",0.236,0,0,1,0,0,0,0
"252",0.312,0,1,0,0,0,0,0
"253",0.044,1,0,0,0,0,0,0
"254",0.0600000000000001,0,1,0,0,0,0,0
"255",0.12,0,1,0,0,0,0,0
"256",0.528,0,0,0,1,0,0,0
"257",0.02,0,1,0,0,0,0,1
"258",0.272,0,0,1,0,0,0,0
"259",0.432,0,1,0,0,0,0,0
"260",0.82,0,1,0,0,0,0,0
"261",0.004,0,1,0,0,0,0,1
"262",0.712,1,0,0,0,0,0,0
"263",0.076,0,1,0,0,0,0,0
"264",0.828,0,1,0,0,0,0,0
"265",0.856,0,1,0,0,0,0,0
"266",0.08,0,1,0,0,0,0,0
"267",0.632,0,1,0,0,0,0,0
"268",0.576,0,0,0,1,0,0,0
"269",0.44,1,0,0,0,0,0,0
"270",0.308,0,0,0,1,0,0,0
"271",0.8,1,0,0,0,0,0,0
"272",0.652,0,1,0,0,0,0,0
"273",0.052,0,1,0,0,0,0,1
"274",0.128,0,0,0,1,0,0,0
"275",0.904,0,0,0,1,0,0,0
"276",0.648,0,0,0,0,1,0,0
"277",0.268,0,1,0,0,0,0,0
"278",0.572,0,1,0,0,0,0,0
"279",0.416,0,0,0,0,0,1,0
"280",0.116,0,1,0,0,0,0,0
"281",0.956,0,0,1,0,0,0,0
"282",0.36,0,1,0,0,0,0,0
"283",0.168,0,1,0,0,0,0,0
"284",0.592,0,1,0,0,0,0,0
"285",0.804,0,0,0,0,1,0,0
"286",0.332,0,1,0,0,0,0,0
"287",0.548,0,0,1,0,0,0,0
"288",0.576,1,0,0,0,0,0,0
"289",0.084,1,0,0,0,0,0,0
"290",0.116,0,1,0,0,0,0,0
"291",0.22,0,1,0,0,0,0,0
"292",0.128,0,0,1,0,0,0,0
"293",0.052,0,1,0,0,0,0,0
"294",0.104,0,1,0,0,0,0,1
"295",0.18,0,1,0,0,0,0,0
"296",0.484,0,1,0,0,0,0,0
"297",0.96,0,1,0,0,0,0,0
"298",0.084,0,1,0,0,0,0,0
"299",0.6,0,0,1,0,0,0,0
"300",0.132,0,1,0,0,0,0,0
"301",0.376,0,1,0,0,0,0,0
"302",0.912,1,0,0,0,0,0,0
"303",0.712,1,0,0,0,0,0,0
"304",0.292,0,0,0,1,0,0,0
"305",0.4,0,0,0,1,0,0,0
"306",0.348,0,1,0,0,0,0,0
"307",0.276,0,0,1,0,0,0,0
"308",0.0600000000000001,0,1,0,0,0,0,0
"309",0.812,0,1,0,0,0,0,0
"310",0.04,0,0,1,0,0,0,0
"311",0.804,1,0,0,0,0,0,0
"312",0.708,0,0,0,1,0,0,0
"313",0.616,0,1,0,0,0,0,0
"314",0.26,0,1,0,0,0,0,0
"315",0.7,0,1,0,0,0,0,0
"316",0.544,1,0,0,0,0,0,0
"317",0.464,1,0,0,0,0,0,0
"318",0.88,0,1,0,0,0,0,0
"319",0.504,0,0,0,1,0,0,0
"320",0.1,0,0,0,1,0,0,0
"321",0.484,0,1,0,0,0,0,0
"322",0.004,0,0,1,0,0,0,1
"323",0.608,0,0,0,1,0,0,0
"324",0.072,1,0,0,0,0,0,0
"325",0.268,0,1,0,0,0,0,0
"326",0.524,0,0,1,0,0,0,0
"327",0.832,0,1,0,0,0,0,0
"328",0.0600000000000001,0,0,1,0,0,0,0
"329",0.204,0,1,0,0,0,0,0
"330",0.396,0,1,0,0,0,0,0
"331",0.3,0,0,0,1,0,0,0
"332",0.712,0,1,0,0,0,0,0
"333",0.416,0,0,1,0,0,0,0
"334",0.752,0,0,1,0,0,0,0
"335",0.608,0,1,0,0,0,0,0
"336",0.352,0,1,0,0,0,0,0
"337",0.64,0,0,0,1,0,0,0
"338",0.432,0,1,0,0,0,0,0
"339",0.076,0,1,0,0,0,0,0
"340",0.492,0,1,0,0,0,0,0
"341",0.76,0,1,0,0,0,0,0
"342",0.704,1,0,0,0,0,0,0
"343",0.276,0,1,0,0,0,0,0
"344",0.644,1,0,0,0,0,0,0
"345",0.52,0,0,1,0,0,0,0
"346",0.004,1,0,0,0,0,0,1
"347",0.088,0,1,0,0,0,0,0
"348",0.396,0,1,0,0,0,0,0
"349",0.78,0,0,0,1,0,0,0
"350",0.308,1,0,0,0,0,0,0
"351",0.04,0,0,1,0,0,0,0
"352",0.264,0,1,0,0,0,0,0
"353",0.532,0,0,1,0,0,0,0
"354",0.576,0,0,0,0,1,0,0
"355",0.996,0,1,0,0,0,0,0
"356",0.4,0,0,1,0,0,0,0
"357",0.3,0,1,0,0,0,0,0
"358",0.752,0,0,1,0,0,0,0
"359",0.184,0,1,0,0,0,0,0
"360",0.524,0,1,0,0,0,0,0
"361",0.136,0,1,0,0,0,0,0
"362",0.5,0,0,0,1,0,0,0
"363",0.656,0,1,0,0,0,0,0
"364",0.94,0,0,1,0,0,0,0
"365",0.52,0,1,0,0,0,0,0
"366",0.512,0,0,1,0,0,0,0
"367",0.98,0,1,0,0,0,0,0
"368",0.376,0,1,0,0,0,0,0
"369",0.788,0,1,0,0,0,0,0
"370",0.776,0,1,0,0,0,0,0
"371",0.176,1,0,0,0,0,0,0
"372",0.28,1,0,0,0,0,0,0
"373",0.388,0,0,1,0,0,0,0
"374",0.464,0,1,0,0,0,0,0
"375",0.732,0,1,0,0,0,0,0
"376",0.084,1,0,0,0,0,0,1
"377",0.724,0,1,0,0,0,0,0
"378",0.248,1,0,0,0,0,0,0
"379",0.24,0,1,0,0,0,0,0
"380",0.612,1,0,0,0,0,0,0
"381",0.26,1,0,0,0,0,0,0
"382",0.924,0,1,0,0,0,0,0
"383",0.0679999999999999,1,0,0,0,0,0,0
"384",0.428,0,1,0,0,0,0,0
"385",0.276,0,1,0,0,0,0,0
"386",0.416,1,0,0,0,0,0,0
"387",0.012,0,1,0,0,0,0,1
"388",0.86,0,0,1,0,0,0,0
"389",0.02,0,1,0,0,0,0,1
"390",0.732,0,1,0,0,0,0,0
"391",0.136,0,1,0,0,0,0,0
"392",0.292,0,0,0,0,0,1,0
"393",0.756,0,1,0,0,0,0,0
"394",0.752,0,1,0,0,0,0,0
"395",0.016,0,0,0,1,0,0,0
"396",0.296,0,1,0,0,0,0,0
"397",0.404,0,1,0,0,0,0,0
"398",0.88,0,1,0,0,0,0,0
"399",0.496,0,1,0,0,0,0,0
"400",0.84,0,0,0,0,1,0,0
