"","","","bonf_res"
"1",0.338,0.338,0
"2",0.929,0.929,0
"3",0.696,0.696,0
"4",0.497,0.497,0
"5",0.5745,0.5745,0
"6",0.9875,0.9875,0
"7",0.154,0.154,0
"8",0.8675,0.8675,0
"9",0.269,0.269,0
"10",0.967,0.967,0
"11",0.488,0.488,0
"12",0.1645,0.1645,0
"13",0.7715,0.7715,0
"14",0.6735,0.6735,0
"15",0.5025,0.5025,0
"16",0.193,0.193,0
"17",0.514,0.514,0
"18",0.728,0.728,0
"19",0.4165,0.4165,0
"20",0.739,0.739,0
"21",0.08,0.08,0
"22",0.351,0.351,0
"23",0.61,0.61,0
"24",0.536,0.536,0
"25",0.2295,0.2295,0
"26",0.6855,0.6855,0
"27",0.2,0.2,0
"28",0.542,0.542,0
"29",0.6385,0.6385,0
"30",0.7625,0.7625,0
"31",0.3565,0.3565,0
"32",0.4935,0.4935,0
"33",0.8335,0.8335,0
"34",0.9355,0.9355,0
"35",0.3955,0.3955,0
"36",0.6475,0.6475,0
"37",0.015,0.015,1
"38",0.155,0.155,0
"39",0.6035,0.6035,0
"40",0.2425,0.2425,0
"41",0.1295,0.1295,0
"42",0.8375,0.8375,0
"43",0.164,0.164,0
"44",0.9305,0.9305,0
"45",0.7605,0.7605,0
"46",0.4975,0.4975,0
"47",0.693,0.693,0
"48",0.872,0.872,0
"49",0.83,0.83,0
"50",0.0615,0.0615,0
"51",0.2125,0.2125,0
"52",0.8,0.8,0
"53",0.291,0.291,0
"54",0.4245,0.4245,0
"55",0.107,0.107,0
"56",0.985,0.985,0
"57",0.593,0.593,0
"58",0.3915,0.3915,0
"59",0.8905,0.8905,0
"60",0.011,0.011,1
"61",0.108,0.108,0
"62",0.0135,0.0135,1
"63",0.2075,0.2075,0
"64",0.6455,0.6455,0
"65",0.338,0.338,0
"66",0.4505,0.4505,0
"67",0.7375,0.7375,0
"68",0.514,0.514,0
"69",0.3055,0.3055,0
"70",0.2935,0.2935,0
"71",0.5845,0.5845,0
"72",0.1875,0.1875,0
"73",0.842,0.842,0
"74",0.7215,0.7215,0
"75",0.6985,0.6985,0
"76",0.449,0.449,0
"77",0.526,0.526,0
"78",0.013,0.013,1
"79",0.172,0.172,0
"80",0.14,0.14,0
"81",0.227,0.227,0
"82",0.4185,0.4185,0
"83",0.858,0.858,0
"84",0.029,0.029,0
"85",0.305,0.305,0
"86",0.2285,0.2285,0
"87",0.6975,0.6975,0
"88",0.3235,0.3235,0
"89",0.7605,0.7605,0
"90",0.9385,0.9385,0
"91",0.963,0.963,0
"92",0.896,0.896,0
"93",0.4305,0.4305,0
"94",0.572,0.572,0
"95",0.325,0.325,0
"96",0.226,0.226,0
"97",0.448,0.448,0
"98",0.7775,0.7775,0
"99",0.3775,0.3775,0
"100",0.159,0.159,0
"101",0.958,0.958,0
"102",0.2305,0.2305,0
"103",0.178,0.178,0
"104",0.486,0.486,0
"105",0.976,0.976,0
"106",0.728,0.728,0
"107",0.931,0.931,0
"108",0.303,0.303,0
"109",0.814,0.814,0
"110",0.6145,0.6145,0
"111",0.346,0.346,0
"112",0.2345,0.2345,0
"113",0.582,0.582,0
"114",0.2665,0.2665,0
"115",0.828,0.828,0
"116",0.2775,0.2775,0
"117",0.814,0.814,0
"118",0.151,0.151,0
"119",0.09,0.09,0
