"","","","bonf_res"
"1",0.491,0.491,0
"2",0.014,0.014,1
"3",0.02,0.02,1
"4",0.296,0.296,0
"5",0.177,0.177,0
"6",0.349,0.349,0
"7",0.011,0.011,0
"8",0.015,0.015,1
"9",0.003,0.003,1
"10",0.63,0.63,0
"11",0.34,0.34,0
"12",0.838,0.838,0
"13",0.343,0.343,0
"14",0.551,0.551,0
"15",0.245,0.245,0
"16",0.218,0.218,0
"17",0.827,0.827,0
"18",0.916,0.916,0
"19",0.072,0.072,0
"20",0.134,0.134,0
"21",0.577,0.577,0
"22",0.41,0.41,0
"23",0.332,0.332,0
"24",0.152,0.152,0
"25",0.277,0.277,0
"26",0.238,0.238,0
"27",0.391,0.391,0
"28",0.673,0.673,0
"29",0.277,0.277,0
"30",0.96,0.96,0
"31",0.092,0.092,0
"32",0.169,0.169,0
"33",0.163,0.163,0
"34",0.467,0.467,0
"35",0.407,0.407,0
"36",0.023,0.023,1
"37",0.357,0.357,0
"38",0.568,0.568,0
"39",0.007,0.007,1
"40",0.478,0.478,0
"41",0.544,0.544,0
"42",0.136,0.136,0
"43",0.381,0.381,0
"44",0.618,0.618,0
"45",0.648,0.648,0
"46",0.004,0.004,1
"47",0.195,0.195,0
"48",0.966,0.966,0
"49",0.24,0.24,0
"50",0.39,0.39,0
"51",0.036,0.036,1
"52",0.208,0.208,0
"53",0.003,0.003,1
"54",0.291,0.291,0
"55",0.503,0.503,0
"56",0.424,0.424,0
"57",0.544,0.544,0
"58",0.415,0.415,0
"59",0.295,0.295,0
"60",0.38,0.38,0
"61",0.421,0.421,0
"62",0.72,0.72,0
"63",0.772,0.772,0
"64",0.503,0.503,0
"65",0.572,0.572,0
"66",0.91,0.91,0
"67",0.068,0.068,0
"68",0.36,0.36,0
"69",0.605,0.605,0
"70",0.324,0.324,0
"71",0.109,0.109,0
"72",0.027,0.027,1
"73",0.25,0.25,0
"74",0.369,0.369,0
"75",0.925,0.925,0
"76",0.802,0.802,0
"77",0.036,0.036,1
"78",0.092,0.092,0
"79",0.051,0.051,1
"80",0.848,0.848,0
"81",0.768,0.768,0
"82",0.003,0.003,1
"83",0.02,0.02,1
"84",0.149,0.149,0
"85",0.113,0.113,0
"86",0.439,0.439,0
"87",0.695,0.695,0
"88",0.245,0.245,0
"89",0.494,0.494,0
"90",0.423,0.423,0
"91",0.833,0.833,0
"92",0.204,0.204,0
"93",0.085,0.085,0
"94",0.421,0.421,0
"95",0.046,0.046,0
"96",0.496,0.496,0
"97",0.112,0.112,0
"98",0.63,0.63,0
"99",0.383,0.383,0
"100",0.001,0.001,1
"101",0.391,0.391,0
"102",0.073,0.073,0
"103",0.116,0.116,0
"104",0.496,0.496,0
"105",0.603,0.603,0
"106",0.386,0.386,0
"107",0.811,0.811,0
"108",0.162,0.162,0
"109",0.816,0.816,0
"110",0.015,0.015,0
"111",0.006,0.006,1
"112",0.268,0.268,0
"113",0.636,0.636,0
"114",0.026,0.026,1
"115",0.13,0.13,0
"116",0.334,0.334,0
"117",0.273,0.273,0
"118",0.043,0.043,1
"119",0.298,0.298,0
"120",0.005,0.005,1
"121",0.089,0.089,0
"122",0.046,0.046,0
"123",0.191,0.191,0
