"","","","","","","","","bonf_res"
"198",0.152,0,1,0,0,0,0,0
"199",0.296,0,1,0,0,0,0,0
"200",0.836,0,1,0,0,0,0,0
"201",0.904,0,1,0,0,0,0,0
"202",0.964,0,1,0,0,0,0,0
"203",0.184,0,1,0,0,0,0,0
"204",0.672,0,1,0,0,0,0,0
"205",0.42,0,0,1,0,0,0,0
"206",0.816,0,0,1,0,0,0,0
"207",0.084,1,0,0,0,0,0,0
"208",0.26,0,0,1,0,0,0,0
"209",0.168,0,1,0,0,0,0,0
"210",0.908,0,0,0,0,1,0,0
"211",0.948,1,0,0,0,0,0,0
"212",0.0600000000000001,0,0,1,0,0,0,0
"213",0.528,0,0,1,0,0,0,0
"214",0.172,1,0,0,0,0,0,0
"215",0.036,0,1,0,0,0,0,0
"216",0.888,0,1,0,0,0,0,0
"217",0.316,0,0,1,0,0,0,0
"218",0.12,1,0,0,0,0,0,1
"219",0.98,0,1,0,0,0,0,0
"220",0.792,0,0,1,0,0,0,0
"221",0.388,0,1,0,0,0,0,0
"222",0.464,0,0,1,0,0,0,0
"223",0.224,0,1,0,0,0,0,0
"224",0.776,0,1,0,0,0,0,0
"225",0.268,1,0,0,0,0,0,0
"226",0.004,0,0,0,0,1,0,1
"227",0.188,0,0,1,0,0,0,0
"228",0.672,0,1,0,0,0,0,0
"229",0.124,1,0,0,0,0,0,0
"230",0.724,0,1,0,0,0,0,0
"231",0.996,0,0,1,0,0,0,0
"232",0.156,0,0,0,0,1,0,0
"233",0.428,1,0,0,0,0,0,0
"234",0.4,0,1,0,0,0,0,0
"235",0.588,0,1,0,0,0,0,0
"236",0.36,1,0,0,0,0,0,0
"237",0.84,0,1,0,0,0,0,0
"238",0.716,0,1,0,0,0,0,0
"239",0.692,0,0,0,0,1,0,0
"240",0.128,0,1,0,0,0,0,0
"241",0.924,0,1,0,0,0,0,0
"242",0.124,1,0,0,0,0,0,0
"243",0.272,0,1,0,0,0,0,0
"244",0.392,0,1,0,0,0,0,0
"245",0.404,0,1,0,0,0,0,0
"246",0.724,0,1,0,0,0,0,0
"247",0,0,1,0,0,0,0,1
"248",0.68,1,0,0,0,0,0,0
"249",0.5,0,1,0,0,0,0,0
"250",0.256,1,0,0,0,0,0,0
"251",0.148,0,0,1,0,0,0,0
"252",0.496,0,0,1,0,0,0,0
"253",0.748,1,0,0,0,0,0,0
"254",0.344,0,1,0,0,0,0,0
"255",0.448,1,0,0,0,0,0,0
"256",0.308,0,1,0,0,0,0,0
"257",0.656,0,1,0,0,0,0,0
"258",0.256,1,0,0,0,0,0,0
"259",0.272,0,1,0,0,0,0,0
"260",0.656,1,0,0,0,0,0,0
"261",0.0679999999999999,0,0,0,0,1,0,0
"262",0.228,0,1,0,0,0,0,0
"263",0.084,1,0,0,0,0,0,0
"264",0.144,0,1,0,0,0,0,0
"265",0.072,1,0,0,0,0,0,0
"266",0.0600000000000001,0,0,0,0,0,1,0
"267",0.476,0,1,0,0,0,0,0
"268",0.448,0,1,0,0,0,0,0
"269",0.84,1,0,0,0,0,0,0
"270",0.4,0,0,1,0,0,0,0
"271",0.32,0,1,0,0,0,0,0
"272",0.156,1,0,0,0,0,0,0
"273",0.116,0,0,1,0,0,0,0
"274",0.952,0,0,1,0,0,0,0
"275",0.488,0,0,0,1,0,0,0
"276",0.004,0,0,1,0,0,0,1
"277",0.98,0,1,0,0,0,0,0
"278",0.844,0,1,0,0,0,0,0
"279",0.924,0,1,0,0,0,0,0
"280",0.748,0,1,0,0,0,0,0
"281",0.672,1,0,0,0,0,0,0
"282",0.968,0,1,0,0,0,0,0
"283",0.84,0,1,0,0,0,0,0
"284",0.444,0,1,0,0,0,0,0
"285",0.852,0,1,0,0,0,0,0
"286",0.032,0,0,0,1,0,0,0
"287",0.9,0,0,1,0,0,0,0
"288",0.572,0,1,0,0,0,0,0
"289",0.756,0,1,0,0,0,0,0
"290",0.948,0,1,0,0,0,0,0
"291",0.176,1,0,0,0,0,0,0
"292",0.38,1,0,0,0,0,0,0
"293",0.432,0,1,0,0,0,0,0
"294",0.012,1,0,0,0,0,0,1
"295",0.656,1,0,0,0,0,0,0
"296",0.952,1,0,0,0,0,0,0
"297",0.544,0,1,0,0,0,0,0
"298",0.728,0,1,0,0,0,0,0
"299",0.164,0,0,1,0,0,0,0
"300",0.292,0,1,0,0,0,0,0
"301",0.504,1,0,0,0,0,0,0
"302",0.384,0,1,0,0,0,0,0
"303",0.468,0,1,0,0,0,0,0
"304",0.18,0,0,0,0,0,1,0
"305",0.36,0,1,0,0,0,0,0
"306",0.092,0,1,0,0,0,0,0
"307",0.988,0,1,0,0,0,0,0
"308",0.872,0,1,0,0,0,0,0
"309",0.032,0,1,0,0,0,0,0
"310",0.92,0,0,1,0,0,0,0
"311",0.128,0,0,1,0,0,0,0
"312",0.4,0,0,1,0,0,0,0
"313",0.304,0,1,0,0,0,0,0
"314",0.112,0,1,0,0,0,0,0
"315",0.232,0,1,0,0,0,0,0
"316",0.988,1,0,0,0,0,0,0
"317",0.8,0,1,0,0,0,0,0
"318",0.74,0,1,0,0,0,0,0
"319",0.9,0,1,0,0,0,0,0
"320",0.096,0,0,1,0,0,0,0
"321",0.584,0,0,1,0,0,0,0
"322",0.188,0,0,1,0,0,0,0
"323",0.0679999999999999,0,1,0,0,0,0,0
"324",0.96,0,1,0,0,0,0,0
"325",0.284,0,0,1,0,0,0,0
"326",0.796,0,0,1,0,0,0,0
"327",0.28,0,0,0,1,0,0,0
"328",0.324,0,1,0,0,0,0,0
"329",0.84,0,1,0,0,0,0,0
"330",0.896,1,0,0,0,0,0,0
"331",0.244,0,0,1,0,0,0,0
"332",0.724,1,0,0,0,0,0,0
"333",0.244,0,1,0,0,0,0,0
"334",0.74,0,1,0,0,0,0,0
"335",0.748,0,1,0,0,0,0,0
"336",0.26,0,1,0,0,0,0,0
"337",0.84,0,1,0,0,0,0,0
"338",0.296,0,0,0,1,0,0,0
"339",0.148,1,0,0,0,0,0,0
"340",0.664,0,0,0,1,0,0,0
"341",0.364,0,0,0,0,0,1,0
"342",0.1,0,1,0,0,0,0,0
"343",0.328,0,1,0,0,0,0,0
"344",0.152,0,0,0,0,0,1,1
"345",0.144,0,1,0,0,0,0,0
"346",0.176,1,0,0,0,0,0,0
"347",0.46,0,0,0,0,0,1,0
"348",0.376,0,0,1,0,0,0,0
"349",0.32,1,0,0,0,0,0,0
"350",0.124,0,1,0,0,0,0,0
"351",0.42,0,1,0,0,0,0,0
"352",0.528,0,1,0,0,0,0,0
"353",0.232,0,0,1,0,0,0,0
"354",0.904,0,1,0,0,0,0,0
"355",0.916,0,1,0,0,0,0,0
"356",0.344,0,0,0,0,1,0,0
"357",0.276,1,0,0,0,0,0,0
"358",0.036,1,0,0,0,0,0,0
"359",0.356,0,1,0,0,0,0,0
"360",0.528,0,1,0,0,0,0,0
"361",0.62,1,0,0,0,0,0,0
"362",0.776,1,0,0,0,0,0,0
"363",0.272,1,0,0,0,0,0,0
"364",0.296,1,0,0,0,0,0,0
"365",0.792,1,0,0,0,0,0,0
"366",0.148,0,1,0,0,0,0,1
"367",0.9,0,1,0,0,0,0,0
"368",0.472,0,1,0,0,0,0,0
"369",0.652,0,0,1,0,0,0,0
"370",0.696,0,1,0,0,0,0,0
"371",0.148,0,1,0,0,0,0,0
"372",0.508,1,0,0,0,0,0,0
"373",0.5,1,0,0,0,0,0,0
"374",0.848,0,1,0,0,0,0,0
"375",0.808,0,0,0,0,0,1,0
"376",0.276,0,1,0,0,0,0,0
"377",0.848,0,0,0,1,0,0,0
"378",0.792,0,0,1,0,0,0,0
"379",0.08,0,1,0,0,0,0,0
"380",0.172,1,0,0,0,0,0,0
"381",0.768,0,1,0,0,0,0,0
"382",0.584,0,0,0,0,1,0,0
"383",0.844,1,0,0,0,0,0,0
"384",0.456,0,1,0,0,0,0,0
"385",0.42,0,0,1,0,0,0,0
"386",0.936,0,0,0,1,0,0,0
"387",0.784,0,1,0,0,0,0,0
"388",0.308,0,1,0,0,0,0,0
"389",0.164,0,0,1,0,0,0,0
"390",0.896,0,0,1,0,0,0,0
"391",0.476,1,0,0,0,0,0,0
"392",0.516,0,1,0,0,0,0,0
"393",0.256,0,1,0,0,0,0,0
"394",0.564,0,1,0,0,0,0,0
"395",0.2,0,1,0,0,0,0,0
"396",0.452,1,0,0,0,0,0,0
"397",0.272,0,1,0,0,0,0,0
"398",0.5,0,1,0,0,0,0,0
"399",0.736,0,1,0,0,0,0,0
"400",0.88,0,1,0,0,0,0,0
