"","","","","","","","","bonf_res"
"1",0,0,1,0,0,0,0,1
"2",0.02,1,0,0,0,0,0,1
"3",0,1,0,0,0,0,0,1
"4",0.002,1,0,0,0,0,0,1
"5",0.00600000000000001,0,0,0,1,0,0,1
"6",0,0,1,0,0,0,0,1
"7",0.08,1,0,0,0,0,0,0
"8",0.016,0,1,0,0,0,0,1
"9",0.084,0,1,0,0,0,0,1
"10",0,0,1,0,0,0,0,1
"11",0.004,0,1,0,0,0,0,1
"12",0.004,0,1,0,0,0,0,1
"13",0.024,1,0,0,0,0,0,1
"14",0,0,1,0,0,0,0,1
"15",0.258,1,0,0,0,0,0,0
"16",0,0,1,0,0,0,0,1
"17",0,1,0,0,0,0,0,1
"18",0,1,0,0,0,0,0,1
"19",0.002,0,1,0,0,0,0,1
"20",0.032,1,0,0,0,0,0,1
"21",0,1,0,0,0,0,0,1
"22",0,1,0,0,0,0,0,1
"23",0.002,1,0,0,0,0,0,1
"24",0.00800000000000001,1,0,0,0,0,0,1
"25",0.002,0,0,1,0,0,0,1
"26",0.00600000000000001,0,0,0,1,0,0,1
"27",0.028,0,0,0,1,0,0,1
"28",0.002,1,0,0,0,0,0,1
"29",0.11,0,1,0,0,0,0,0
"30",0.002,0,1,0,0,0,0,1
"31",0.044,1,0,0,0,0,0,1
"32",0.0620000000000001,0,1,0,0,0,0,0
"33",0.03,1,0,0,0,0,0,1
"34",0,1,0,0,0,0,0,1
"35",0,0,1,0,0,0,0,1
"36",0,0,1,0,0,0,0,1
"37",0.0620000000000001,1,0,0,0,0,0,1
"38",0.002,1,0,0,0,0,0,1
"39",0.026,0,0,0,0,1,0,1
"40",0.002,1,0,0,0,0,0,1
"41",0,0,1,0,0,0,0,1
"42",0,1,0,0,0,0,0,1
"43",0.004,1,0,0,0,0,0,1
"44",0,0,0,1,0,0,0,1
"45",0.04,0,1,0,0,0,0,0
"46",0.048,0,1,0,0,0,0,1
"47",0.002,1,0,0,0,0,0,1
"48",0,0,1,0,0,0,0,1
"49",0.016,0,1,0,0,0,0,1
"50",0.162,0,1,0,0,0,0,1
"51",0,1,0,0,0,0,0,1
"52",0,1,0,0,0,0,0,1
"53",0,1,0,0,0,0,0,1
"54",0.004,0,1,0,0,0,0,1
"55",0.002,1,0,0,0,0,0,1
"56",0.0659999999999999,0,1,0,0,0,0,0
"57",0.002,1,0,0,0,0,0,1
"58",0.134,1,0,0,0,0,0,1
"59",0.004,1,0,0,0,0,0,1
"60",0,0,1,0,0,0,0,1
"61",0.048,0,1,0,0,0,0,1
"62",0.00600000000000001,0,1,0,0,0,0,1
"63",0.004,0,1,0,0,0,0,1
"64",0,0,0,1,0,0,0,1
"65",0.002,1,0,0,0,0,0,1
"66",0,1,0,0,0,0,0,1
"67",0.004,1,0,0,0,0,0,1
"68",0.002,1,0,0,0,0,0,1
"69",0,1,0,0,0,0,0,1
"70",0.022,0,1,0,0,0,0,1
"71",0.002,1,0,0,0,0,0,1
"72",0.002,1,0,0,0,0,0,1
"73",0.128,0,1,0,0,0,0,0
"74",0.046,0,1,0,0,0,0,1
"75",0.02,0,0,0,1,0,0,1
"76",0.002,1,0,0,0,0,0,0
"77",0,1,0,0,0,0,0,1
"78",0,1,0,0,0,0,0,1
"79",0.01,0,1,0,0,0,0,1
"80",0,1,0,0,0,0,0,1
"81",0,1,0,0,0,0,0,1
"82",0,1,0,0,0,0,0,1
"83",0.01,0,1,0,0,0,0,1
"84",0.044,0,1,0,0,0,0,0
"85",0.02,1,0,0,0,0,0,1
"86",0.144,1,0,0,0,0,0,1
"87",0.00600000000000001,0,0,1,0,0,0,1
"88",0.048,1,0,0,0,0,0,1
"89",0.042,0,1,0,0,0,0,1
"90",0.188,0,1,0,0,0,0,1
"91",0,0,1,0,0,0,0,1
"92",0.002,0,1,0,0,0,0,1
"93",0,0,1,0,0,0,0,1
"94",0,1,0,0,0,0,0,1
"95",0.018,0,1,0,0,0,0,1
"96",0.00800000000000001,1,0,0,0,0,0,1
"97",0,1,0,0,0,0,0,1
