"","","","","","","","bonf_res"
"321",0.8,0,0,0,0,1,0
"322",0.308,0,1,0,0,0,0
"323",0.712,0,1,0,0,0,0
"324",0.58,0,0,0,1,0,0
"325",0.416,0,0,1,0,0,0
"326",0.172,0,0,1,0,0,0
"327",0.076,0,0,0,1,0,0
"328",0.388,0,1,0,0,0,0
"329",0.092,0,0,0,0,1,0
"330",0.76,0,1,0,0,0,0
"331",0.76,0,1,0,0,0,0
"332",0.82,0,0,0,0,1,0
"333",0.64,0,0,0,0,1,0
"334",0.408,0,0,0,1,0,0
"335",0.028,0,0,1,0,0,1
"336",0.036,0,0,1,0,0,0
"337",0.14,0,0,0,0,1,0
"338",0.624,0,1,0,0,0,0
"339",0.872,0,1,0,0,0,0
"340",0.248,0,0,0,0,1,0
"341",0.108,0,0,1,0,0,0
"342",0.44,0,0,0,0,1,0
"343",0.62,0,1,0,0,0,0
"344",0.084,0,0,0,0,1,0
"345",0.592,0,0,0,0,1,0
"346",0.672,0,0,0,0,1,0
"347",0.092,0,0,0,0,1,0
"348",0.164,0,0,0,0,1,0
"349",0.896,0,0,0,0,1,0
"350",0.776,0,0,1,0,0,0
"351",0.932,0,0,0,0,1,0
"352",0.3,0,0,0,0,1,0
"353",0.608,0,1,0,0,0,0
"354",0.844,0,0,0,0,1,0
"355",0.78,0,1,0,0,0,0
"356",0.872,0,1,0,0,0,0
"357",0.32,0,1,0,0,0,0
"358",0.892,0,1,0,0,0,0
"359",0.136,0,0,0,1,0,0
"360",0.772,0,1,0,0,0,0
"361",0.004,0,0,0,0,1,1
"362",0.844,1,0,0,0,0,0
"363",0.38,0,1,0,0,0,0
"364",0.04,0,0,0,0,1,1
"365",0.616,0,0,1,0,0,0
"366",0.272,0,1,0,0,0,0
"367",0.628,0,0,0,0,1,0
"368",0.292,0,1,0,0,0,0
"369",0.508,0,0,0,0,1,0
"370",0.204,0,0,1,0,0,0
"371",0.44,0,0,1,0,0,0
"372",0.636,0,1,0,0,0,0
"373",0.832,0,1,0,0,0,0
"374",0.876,0,0,1,0,0,0
"375",0.264,0,0,0,0,1,0
"376",0.824,0,0,1,0,0,0
"377",0.048,0,0,0,0,1,0
"378",0.788,0,0,1,0,0,0
"379",0.6,0,0,0,0,1,0
"380",0.16,0,0,1,0,0,1
"381",0.652,0,0,0,0,1,0
