"","","","","","","","bonf_res"
"1",0.852,0,0,0,1,0,0
"2",0.804,0,0,0,0,1,0
"3",0.124,0,0,0,1,0,0
"4",0.044,0,0,1,0,0,0
"5",0.824,0,0,1,0,0,0
"6",0.812,0,0,1,0,0,0
"7",0.028,0,0,1,0,0,0
"8",0.552,0,0,1,0,0,0
"9",0.888,0,0,0,1,0,0
"10",0.224,0,0,0,1,0,0
"11",0.64,0,0,0,0,1,0
"12",0.876,0,0,0,1,0,0
"13",0.892,0,0,0,0,1,0
"14",0.04,0,0,0,0,1,0
"15",0.048,0,0,0,0,1,1
"16",0.26,0,0,0,0,1,0
"17",0.02,0,0,0,1,0,1
"18",0.744,0,0,0,1,0,0
"19",0.748,0,1,0,0,0,0
"20",0.956,0,0,0,0,1,0
"21",0.004,0,0,0,0,1,1
"22",0.188,0,0,0,0,1,0
"23",0.496,0,0,1,0,0,0
"24",0.628,0,0,1,0,0,0
"25",0.908,0,0,0,0,1,0
"26",0.112,0,0,0,1,0,0
"27",0.704,0,0,0,0,1,0
"28",0.204,0,0,0,1,0,0
"29",0.76,0,0,0,0,1,0
"30",0.54,0,0,1,0,0,0
"31",0.74,0,0,1,0,0,0
"32",0.02,0,0,1,0,0,0
"33",0.4,0,1,0,0,0,0
"34",0.096,0,0,0,0,1,0
"35",0.148,0,0,0,1,0,0
"36",0.844,0,0,0,0,1,0
"37",0.6,0,0,0,1,0,0
"38",0.28,0,0,1,0,0,0
"39",0.948,0,0,0,1,0,0
"40",0.584,0,0,1,0,0,0
"41",0.392,0,0,1,0,0,0
"42",0.1,0,0,0,0,1,0
"43",0.708,0,0,0,0,1,0
"44",0.352,0,0,0,1,0,0
"45",0.58,0,0,0,0,1,0
"46",0.664,0,0,1,0,0,0
"47",0.428,0,0,0,0,1,0
"48",0.716,0,0,0,0,1,0
"49",0.696,0,1,0,0,0,0
"50",0.964,0,0,0,0,1,0
"51",0.992,0,1,0,0,0,0
"52",0.084,0,0,1,0,0,0
"53",0.92,0,0,0,0,1,0
"54",0.912,0,0,1,0,0,0
"55",0.74,0,0,1,0,0,0
"56",0.204,0,0,0,0,1,0
"57",0.032,0,0,1,0,0,1
"58",0.82,0,0,1,0,0,0
"59",0.692,0,0,0,0,1,0
"60",0.092,0,0,1,0,0,0
"61",0.156,0,0,0,0,1,0
"62",0.388,0,0,1,0,0,0
"63",0.704,0,0,1,0,0,0
"64",0.12,0,0,1,0,0,0
"65",0.9,0,0,1,0,0,0
"66",0.728,0,0,0,0,1,0
"67",0.52,0,0,0,1,0,0
"68",0.672,0,0,0,1,0,0
"69",0.128,0,0,0,0,1,0
"70",0.396,0,0,1,0,0,0
"71",0.24,0,0,0,1,0,0
"72",0.416,0,0,0,0,1,0
"73",0.248,0,0,0,0,1,0
"74",0.376,0,0,0,0,1,0
"75",0.628,0,0,0,0,1,0
"76",0.448,0,0,0,0,1,0
"77",0.348,0,0,0,0,1,0
"78",0.356,0,0,0,1,0,0
"79",0.736,0,0,0,0,1,0
"80",0.492,0,0,0,0,1,0
"81",0.904,0,0,1,0,0,0
"82",0.928,0,0,0,0,1,0
"83",0.424,0,0,0,0,1,0
"84",0.912,0,0,1,0,0,0
"85",0.316,0,0,1,0,0,0
"86",0.536,0,0,0,0,1,0
"87",0,0,0,1,0,0,1
"88",0.12,0,0,0,0,1,0
"89",0.784,0,0,0,1,0,0
"90",0.168,0,0,0,1,0,0
"91",0.316,0,0,1,0,0,0
"92",0.796,0,0,1,0,0,0
"93",0.904,0,1,0,0,0,0
"94",0.504,0,0,0,0,1,0
"95",0.584,0,1,0,0,0,0
"96",0.792,0,0,1,0,0,0
"97",0.236,0,0,0,1,0,0
"98",0.832,0,0,1,0,0,0
"99",0.716,0,0,1,0,0,0
"100",0.76,0,0,1,0,0,0
"101",0.604,0,0,0,0,1,0
"102",0.656,0,1,0,0,0,0
"103",0.964,0,0,0,1,0,0
"104",0.08,0,0,1,0,0,0
"105",0.184,0,0,0,1,0,0
"106",0.58,0,0,0,0,1,0
