"","","","","","","","bonf_res"
"1",0.228,0,0,0,0,1,0
"2",0.994666666666667,0,0,0,1,0,0
"3",0.101333333333333,0,0,0,1,0,0
"4",0.950666666666667,0,0,1,0,0,0
"5",0.409333333333333,0,0,0,0,1,0
"6",0.494666666666667,0,0,1,0,0,0
"7",0.541333333333333,0,0,0,1,0,0
"8",0.476,0,0,0,0,1,0
"9",0.337333333333333,0,0,1,0,0,0
"10",0.0613333333333334,0,0,0,0,1,0
"11",0.961333333333333,0,0,1,0,0,0
"12",0.390666666666667,0,0,0,0,1,0
"13",0.0186666666666667,0,0,1,0,0,1
"14",0.396,0,0,0,0,1,0
"15",0.213333333333333,0,0,0,0,1,0
"16",0.414666666666667,0,0,1,0,0,0
"17",0.821333333333333,0,0,0,0,1,0
"18",0.637333333333333,0,0,0,0,1,0
"19",0.421333333333333,0,0,0,0,1,0
"20",0.624,0,0,1,0,0,0
"21",0.597333333333333,0,0,1,0,0,0
"22",0.204,0,0,0,0,1,0
"23",0.378666666666667,0,0,0,0,1,0
"24",0.350666666666667,0,0,0,1,0,1
"25",0.796,0,0,1,0,0,0
"26",0.126666666666667,0,0,0,0,1,0
"27",0.164,0,0,0,0,1,0
"28",0.750666666666667,0,0,1,0,0,0
"29",0.265333333333333,0,0,1,0,0,0
"30",0.758666666666667,0,0,1,0,0,0
"31",0.108,0,0,0,1,0,0
"32",0.756,0,0,1,0,0,0
"33",0.561333333333333,0,0,0,1,0,0
"34",0.333333333333333,0,0,1,0,0,0
"35",0.857333333333333,0,0,1,0,0,0
"36",0.833333333333333,0,0,0,0,1,0
"37",0.774666666666667,0,0,0,1,0,0
"38",0.778666666666667,0,0,1,0,0,0
"39",0.96,0,0,1,0,0,0
"40",0.434666666666667,0,0,0,0,1,0
"41",0.717333333333333,0,0,0,0,1,0
"42",0.0853333333333334,0,0,0,0,1,0
"43",0.150666666666667,0,0,0,0,1,0
"44",0.324,0,0,0,0,1,0
"45",0.978666666666667,0,0,0,1,0,0
"46",0.0933333333333334,0,0,1,0,0,0
"47",0.828,0,0,0,1,0,0
"48",0.0933333333333334,0,0,0,0,1,0
"49",0.158666666666667,0,0,0,0,1,0
"50",0.676,0,0,0,0,1,0
"51",0.990666666666667,0,0,1,0,0,0
"52",0.117333333333333,0,0,0,0,1,0
"53",0.934666666666667,0,0,1,0,0,0
"54",0.929333333333333,0,0,0,1,0,0
"55",0.422666666666667,0,0,1,0,0,0
"56",0.754666666666667,0,0,0,1,0,0
"57",0.225333333333333,0,0,0,0,1,0
"58",0.152,0,0,1,0,0,0
"59",0.105333333333333,0,0,0,1,0,0
"60",0.910666666666667,0,0,1,0,0,0
"61",0.790666666666667,0,0,0,0,1,0
"62",0.753333333333333,0,0,1,0,0,0
"63",0.641333333333333,0,0,1,0,0,0
"64",0.464,0,0,0,0,1,0
"65",0.428,0,0,0,1,0,0
"66",0.332,0,0,0,1,0,0
"67",0.448,0,0,1,0,0,0
"68",0.274666666666667,0,0,0,0,1,0
"69",0.713333333333333,0,0,1,0,0,0
"70",0.233333333333333,0,0,1,0,0,0
"71",0.902666666666667,0,0,1,0,0,0
"72",0.374666666666667,0,0,0,0,1,0
"73",0.421333333333333,0,0,0,0,1,0
"74",0.838666666666667,0,0,0,1,0,0
"75",0.352,0,0,1,0,0,0
"76",0.153333333333333,0,0,1,0,0,0
"77",0.136,0,0,1,0,0,0
"78",0.718666666666667,0,0,0,0,1,0
"79",0.638666666666667,0,0,0,1,0,0
"80",0.778666666666667,0,0,0,0,1,0
"81",0.0693333333333334,0,0,0,0,1,0
"82",0.328,0,0,0,0,1,0
"83",0.44,0,0,1,0,0,0
"84",0.721333333333333,0,0,1,0,0,0
"85",0.282666666666667,0,0,0,0,1,0
"86",0.693333333333333,0,0,0,1,0,0
"87",0.297333333333333,0,0,0,0,1,0
"88",0.658666666666667,0,0,1,0,0,0
"89",0.304,0,0,0,1,0,0
"90",0.952,0,0,1,0,0,0
"91",0.412,0,0,1,0,0,0
"92",0.914666666666667,0,0,0,1,0,0
"93",0.118666666666667,0,0,0,1,0,0
"94",0.478666666666667,0,0,0,0,1,0
"95",0.877333333333333,0,0,1,0,0,0
"96",0.472,0,0,1,0,0,0
"97",0.0266666666666666,0,0,0,0,1,0
"98",0.42,0,0,1,0,0,0
"99",0.570666666666667,0,0,1,0,0,0
"100",0.672,0,0,1,0,0,0
"101",0.528,0,0,0,0,1,0
"102",0.110666666666667,0,0,0,0,1,0
"103",0.469333333333333,0,0,0,1,0,0
"104",0.338666666666667,0,0,1,0,0,0
"105",0.574666666666667,0,0,0,0,1,0
"106",0.3,0,0,0,0,1,0
"107",0.134666666666667,0,0,0,0,1,0
"108",0.333333333333333,0,0,1,0,0,0
"109",0.774666666666667,0,0,0,1,0,0
"110",0.193333333333333,0,0,0,0,1,0
"111",0.364,0,0,0,0,1,0
"112",0.676,0,0,1,0,0,0
"113",0.124,0,0,0,0,1,0
"114",0.606666666666667,0,0,1,0,0,0
"115",0.992,0,0,0,0,1,0
"116",0.621333333333333,0,0,0,0,1,0
"117",0.334666666666667,0,0,0,0,1,0
"118",0.644,0,0,0,0,1,0
"119",0.214666666666667,0,0,0,0,1,0
"120",0.241333333333333,0,0,0,0,1,0
"121",0.521333333333333,0,0,1,0,0,0
"122",0.056,0,0,0,1,0,1
"123",0.54,0,0,0,0,1,0
"124",0.1,0,0,0,1,0,0
"125",0.856,0,0,0,1,0,0
"126",0.948,0,0,0,1,0,0
"127",0.390666666666667,0,0,0,1,0,0
"128",0.493333333333333,0,0,1,0,0,0
"129",0.318666666666667,0,0,1,0,0,0
"130",0.813333333333333,0,0,0,0,1,0
"131",0.42,0,0,0,1,0,0
"132",0.4,0,0,0,1,0,0
"133",0.693333333333333,0,0,0,0,1,0
"134",0.0893333333333334,0,0,0,0,1,0
"135",0.076,0,0,0,0,1,0
"136",0,0,0,0,0,1,1
"137",0.389333333333333,0,0,1,0,0,0
"138",0.818666666666667,0,0,0,0,1,0
"139",0.4,0,0,0,1,0,0
"140",0.221333333333333,0,0,0,0,1,0
"141",0.294666666666667,0,0,1,0,0,0
"142",0.466666666666667,0,0,1,0,0,0
"143",0.852,0,1,0,0,0,0
"144",0.454666666666667,0,0,0,0,1,0
"145",0.570666666666667,0,0,0,1,0,0
"146",0.134666666666667,0,0,0,0,1,0
"147",0.593333333333333,0,0,0,0,1,0
"148",0.08,0,0,1,0,0,0
"149",0.732,0,0,1,0,0,0
"150",0.169333333333333,0,0,0,0,1,0
"151",0.488,0,0,1,0,0,0
"152",0.372,0,0,0,1,0,0
"153",0.813333333333333,0,0,1,0,0,0
"154",0.492,0,0,1,0,0,0
"155",0.772,0,0,0,1,0,0
"156",0.197333333333333,0,0,0,0,1,0
"157",0.484,0,0,0,0,1,0
"158",0.373333333333333,0,0,1,0,0,0
"159",0.590666666666667,0,0,1,0,0,0
"160",0.897333333333333,0,0,1,0,0,0
"161",0.58,0,0,1,0,0,0
"162",0.326666666666667,0,1,0,0,0,0
"163",0.738666666666667,0,0,1,0,0,0
"164",0.08,0,0,0,0,1,0
"165",0.137333333333333,0,0,1,0,0,0
"166",0.864,0,0,0,1,0,0
"167",0.262666666666667,0,0,0,1,0,0
"168",0.552,0,0,1,0,0,0
"169",0.0639999999999999,0,0,0,1,0,0
"170",0.084,0,0,0,1,0,0
"171",0.574666666666667,0,0,0,0,1,0
"172",0.736,0,0,1,0,0,0
"173",0.84,0,0,0,0,1,0
"174",0.862666666666667,0,0,0,0,1,0
"175",0.194666666666667,0,0,0,0,1,0
"176",0.470666666666667,0,0,1,0,0,0
"177",0.278666666666667,0,0,1,0,0,0
"178",0.98,0,0,0,0,1,0
