"","","","","","","","bonf_res"
"1",0.898,0,0,1,0,0,0
"2",0.88,0,0,1,0,0,0
"3",0.728,0,0,0,1,0,0
"4",0.23,0,0,0,0,1,0
"5",0.838,0,0,1,0,0,0
"6",0.108,0,0,0,0,1,0
"7",0.278,0,0,0,1,0,0
"8",0.644,0,0,0,1,0,0
"9",0.672,0,0,0,1,0,0
"10",0.62,0,0,0,1,0,0
"11",0.97,0,0,0,0,1,0
"12",0.98,0,0,0,0,1,0
"13",0.128,0,0,0,0,1,0
"14",0.146,0,0,0,0,1,0
"15",0.102,0,0,1,0,0,0
"16",0.178,0,0,0,0,1,0
"17",0.7,0,0,0,1,0,0
"18",0.654,0,0,0,0,1,0
"19",0.192,0,0,0,1,0,0
"20",0.224,0,0,0,1,0,0
"21",0.358,0,0,0,0,1,0
"22",0.33,0,0,1,0,0,0
"23",0.43,0,0,0,0,1,0
"24",0.958,0,0,1,0,0,0
"25",0.138,0,0,0,1,0,0
"26",0.054,0,0,0,0,1,1
"27",0.914,0,0,1,0,0,0
"28",0.596,0,0,0,0,1,0
"29",0.234,0,0,1,0,0,0
"30",0.838,0,0,0,1,0,0
"31",0.72,0,0,0,0,1,0
"32",0.00600000000000001,0,0,0,1,0,1
"33",0.466,0,0,0,0,1,0
"34",0.252,0,0,0,1,0,0
"35",0.896,0,0,0,0,1,0
"36",0.61,0,0,0,0,1,0
"37",0.498,0,0,1,0,0,0
"38",0.478,0,0,0,0,1,0
"39",0.12,0,0,1,0,0,0
"40",0.156,0,0,0,0,1,0
"41",0.326,0,0,0,0,1,0
"42",0.608,0,0,0,1,0,0
"43",0.534,0,0,0,0,1,0
"44",0.97,0,0,1,0,0,0
"45",0.418,0,0,0,0,1,0
"46",0.594,0,0,1,0,0,0
"47",0.818,0,0,0,0,1,0
"48",0.744,0,0,1,0,0,0
"49",0.122,0,0,0,0,1,0
"50",0.208,0,0,1,0,0,0
"51",0.286,0,0,1,0,0,0
"52",0.018,0,0,0,0,1,0
"53",0.04,0,0,0,1,0,0
"54",0.81,0,0,0,0,1,0
"55",0.996,0,0,0,1,0,0
"56",0.508,0,0,0,0,1,0
"57",0.934,0,1,0,0,0,0
"58",0.392,0,0,0,0,1,0
"59",0.324,0,0,0,0,1,0
"60",0.292,0,0,1,0,0,0
"61",0.388,0,0,0,0,1,0
"62",0.872,0,0,1,0,0,0
"63",0.044,0,0,0,0,1,0
"64",0.488,0,0,1,0,0,0
"65",0.69,0,1,0,0,0,0
"66",0.784,0,0,1,0,0,0
"67",0.412,0,0,1,0,0,0
"68",0.248,0,0,0,0,1,0
"69",0.744,0,0,0,0,1,0
"70",0.29,0,0,0,0,1,0
"71",0.636,0,0,0,0,1,0
"72",0.46,0,0,0,0,1,0
"73",0.9,0,0,1,0,0,0
"74",0.558,0,0,0,1,0,0
"75",0.336,0,0,0,1,0,0
"76",0.206,0,0,0,1,0,0
"77",0.698,0,0,0,1,0,0
"78",0.42,0,0,0,1,0,0
"79",0.752,0,1,0,0,0,0
"80",0.79,0,0,0,0,1,0
"81",0.66,0,0,0,1,0,0
"82",0.788,0,0,0,1,0,0
"83",0.498,0,0,0,1,0,0
"84",0.092,0,0,0,1,0,0
"85",0.728,0,0,0,0,1,0
"86",0.00800000000000001,0,0,0,0,1,0
"87",0.97,0,0,1,0,0,0
"88",0.254,0,0,0,0,1,0
"89",0.874,0,0,0,1,0,0
"90",0.696,0,0,1,0,0,0
"91",0.65,0,0,0,1,0,0
"92",0.208,0,0,1,0,0,0
"93",0.222,0,0,0,0,1,0
"94",0.572,0,0,0,1,0,0
"95",0.038,0,0,0,1,0,0
"96",0.614,0,0,1,0,0,0
"97",0.0620000000000001,0,0,0,0,1,0
"98",0.978,0,0,0,1,0,0
"99",0.682,0,0,1,0,0,0
"100",0.03,0,0,0,0,1,0
"101",0.49,0,0,1,0,0,0
"102",0.456,0,0,0,0,1,0
"103",0.356,0,0,1,0,0,0
"104",0.344,0,0,1,0,0,0
"105",0.688,0,0,1,0,0,0
"106",0.598,0,0,1,0,0,0
"107",0.322,0,0,1,0,0,0
"108",0.278,0,0,0,0,1,0
"109",0.352,0,0,0,0,1,0
"110",0.13,0,0,1,0,0,0
"111",0.224,0,0,0,0,1,0
"112",0.446,0,0,0,0,1,0
"113",0.696,0,0,0,1,0,0
"114",0.338,0,0,0,0,1,0
"115",0.88,0,0,0,1,0,0
"116",0.354,0,0,0,0,1,0
"117",0.38,0,0,0,0,1,0
"118",0.376,0,0,0,0,1,0
"119",0.42,0,0,0,0,1,0
"120",0.142,0,0,0,0,1,0
"121",0.884,0,0,0,1,0,0
"122",0.432,0,0,0,0,1,0
"123",0.764,0,0,1,0,0,0
"124",0.454,0,0,1,0,0,0
"125",0.32,0,0,1,0,0,0
"126",0.364,0,0,0,1,0,0
"127",0.0580000000000001,0,0,1,0,0,0
"128",0.446,0,0,1,0,0,0
"129",0.276,0,0,0,0,1,0
"130",0,0,0,1,0,0,1
"131",0.39,0,0,0,0,1,0
"132",0.336,0,0,0,0,1,0
"133",0.706,0,0,0,0,1,0
"134",0.122,0,0,1,0,0,0
"135",0.142,0,0,0,0,1,0
"136",0.628,0,0,0,1,0,0
"137",0.35,0,0,0,0,1,0
"138",0.472,0,0,0,0,1,0
"139",0.58,0,0,0,0,1,0
"140",0.958,0,0,1,0,0,0
"141",0.922,0,1,0,0,0,0
"142",0.784,0,0,1,0,0,0
"143",0.686,0,0,1,0,0,0
"144",0.022,0,0,0,0,1,0
"145",0.82,0,0,0,1,0,0
"146",0.688,0,0,0,0,1,0
"147",0.078,0,0,0,1,0,1
"148",0.986,0,0,0,0,1,0
"149",0.12,0,0,0,1,0,0
"150",0.088,0,0,0,0,1,0
"151",0.614,0,0,0,1,0,0
"152",0.622,0,0,1,0,0,0
"153",0.154,0,0,0,0,1,0
"154",0.09,0,0,0,0,1,0
"155",0.954,0,0,0,1,0,0
"156",0.634,0,0,1,0,0,0
"157",0.566,0,0,1,0,0,0
"158",0.604,0,0,1,0,0,0
"159",0.028,0,0,1,0,0,1
"160",0.36,0,0,1,0,0,0
"161",0.798,0,0,0,1,0,0
"162",0.78,0,0,1,0,0,0
"163",0.13,0,0,1,0,0,0
"164",0.08,0,0,0,0,1,0
"165",0.574,0,0,0,1,0,0
"166",0.886,0,0,0,0,1,0
"167",0.916,0,0,0,1,0,0
"168",0.42,0,0,0,0,1,0
"169",0.846,0,0,1,0,0,0
"170",0.48,0,0,1,0,0,0
"171",0.056,0,0,0,0,1,1
"172",0.392,0,0,0,0,1,0
"173",0.758,0,0,0,0,1,0
"174",0.582,0,0,0,1,0,0
"175",0.734,0,1,0,0,0,0
"176",0.38,0,0,0,0,1,0
"177",0.17,0,0,0,0,1,0
"178",0.836,0,0,1,0,0,0
"179",0.118,0,0,0,0,1,0
"180",0.91,0,0,1,0,0,0
"181",0.714,0,0,1,0,0,0
"182",0.836,0,0,0,0,1,0
"183",0.872,0,0,1,0,0,0
"184",0.226,0,0,1,0,0,0
"185",0.428,0,0,1,0,0,0
"186",0.044,0,0,1,0,0,1
"187",0.354,0,0,0,1,0,0
"188",0.952,0,0,1,0,0,0
"189",0.802,0,0,1,0,0,0
"190",0.602,0,0,0,0,1,0
"191",0.942,0,0,1,0,0,0
"192",0.22,0,0,0,0,1,0
"193",0.942,0,0,0,0,1,0
"194",0.466,0,0,1,0,0,0
"195",0.702,0,0,0,1,0,0
"196",0.428,0,0,1,0,0,0
"197",0.328,0,0,1,0,0,0
"198",0.628,0,0,0,1,0,0
"199",0.346,0,0,0,0,1,0
"200",0.264,0,0,0,1,0,0
"201",0.482,0,0,0,1,0,0
"202",0.894,0,0,1,0,0,0
"203",0.482,0,0,0,0,1,0
"204",0.038,0,0,1,0,0,1
"205",0.976,0,0,0,1,0,0
"206",0.316,0,0,0,0,1,0
"207",0.054,0,0,0,0,1,0
"208",0.196,0,0,1,0,0,0
"209",0.614,0,0,0,1,0,0
"210",0.22,0,0,1,0,0,0
"211",0.386,0,0,1,0,0,0
"212",0.352,0,0,0,1,0,0
"213",0.968,0,0,1,0,0,0
"214",0.752,0,0,1,0,0,0
"215",0.692,0,0,1,0,0,0
"216",0.494,0,0,1,0,0,0
"217",0.034,0,0,0,1,0,0
"218",0.47,0,0,1,0,0,0
"219",0.176,0,0,0,0,1,0
"220",0.586,0,0,0,1,0,0
"221",0.554,0,0,1,0,0,0
"222",0.61,0,0,0,0,1,0
"223",0.918,0,0,1,0,0,0
"224",0.33,0,0,0,0,1,0
"225",0.674,0,0,0,1,0,0
"226",0.592,0,0,0,1,0,0
"227",0.016,0,0,0,0,1,0
"228",0.004,0,0,0,0,1,1
"229",0.448,0,0,0,0,1,0
"230",0.04,0,0,0,1,0,0
"231",0.556,0,0,0,0,1,0
"232",0.754,0,0,0,1,0,0
"233",0.00600000000000001,0,0,0,1,0,1
"234",0.626,0,1,0,0,0,0
"235",0.806,0,0,1,0,0,0
"236",0.596,0,0,0,0,1,0
"237",0.1,0,0,0,0,1,0
"238",0.104,0,0,0,0,1,0
"239",0.788,0,0,0,1,0,0
"240",0.072,0,0,0,1,0,0
"241",0.568,0,0,0,0,1,0
"242",0.072,0,0,0,0,1,0
"243",0.764,0,0,0,1,0,0
"244",0.424,0,0,1,0,0,0
"245",0.582,0,0,0,0,1,0
"246",0.704,0,0,0,1,0,0
"247",0.042,0,0,0,0,1,0
"248",0.154,0,0,0,0,1,0
"249",0.168,0,0,0,0,1,0
"250",0.628,0,0,0,0,1,0
"251",0.454,0,0,0,1,0,0
"252",0.536,0,0,1,0,0,0
"253",0.4,0,0,0,0,1,0
"254",0.738,0,0,0,1,0,0
"255",0.03,0,0,0,1,0,0
"256",0.754,0,0,1,0,0,0
"257",0.918,0,0,1,0,0,0
"258",0.226,0,0,0,1,0,0
"259",0.698,0,0,1,0,0,0
"260",0.488,0,0,0,1,0,0
"261",0.886,0,0,1,0,0,0
"262",0.646,0,0,0,0,1,0
"263",0.444,0,0,0,0,1,0
"264",0.796,0,0,1,0,0,0
"265",0.582,0,0,0,0,1,0
"266",0.258,0,0,0,0,1,0
"267",0.896,0,0,1,0,0,0
"268",0.486,0,0,1,0,0,0
"269",0.494,0,0,1,0,0,0
"270",0.64,0,0,0,0,1,0
"271",0.0580000000000001,0,0,0,1,0,0
"272",0.324,0,0,1,0,0,0
"273",0.908,0,0,0,0,1,0
"274",0.304,0,0,0,1,0,0
"275",0.836,0,0,0,0,1,0
"276",0.698,0,0,0,1,0,0
"277",0.598,0,0,1,0,0,0
"278",0.634,0,0,0,1,0,0
"279",0.442,0,0,0,1,0,0
"280",0.412,0,0,1,0,0,0
"281",0.13,0,1,0,0,0,0
"282",0.842,0,0,0,0,1,0
"283",0.652,0,0,1,0,0,0
"284",0.616,0,0,0,0,1,0
"285",0.364,0,0,0,1,0,0
"286",0.586,0,0,1,0,0,0
"287",0.552,0,0,0,1,0,0
"288",0.864,0,0,0,0,1,0
"289",0.098,0,0,0,0,1,0
"290",0.852,0,0,0,0,1,0
"291",0.686,0,0,1,0,0,0
"292",0.846,0,0,0,1,0,0
"293",0.588,0,0,0,0,1,0
"294",0.956,0,0,1,0,0,0
"295",0.18,0,0,0,0,1,0
"296",0.146,0,0,0,0,1,0
"297",0.002,0,0,0,0,1,1
"298",0.03,0,0,1,0,0,0
"299",0.206,0,0,0,0,1,0
"300",0.656,0,1,0,0,0,0
"301",0.852,0,0,0,1,0,0
"302",0.846,0,0,0,0,1,0
"303",0.0620000000000001,0,0,1,0,0,0
"304",0.276,0,0,0,0,1,0
"305",0.518,0,0,0,1,0,0
"306",0.478,0,0,0,0,1,0
"307",0.258,0,0,1,0,0,0
"308",0.396,0,0,0,0,1,0
"309",0.108,0,0,1,0,0,0
"310",0.96,0,0,0,0,1,0
"311",0.37,0,0,0,0,1,0
"312",0.538,0,0,0,0,1,0
"313",0.7,0,0,0,0,1,0
"314",0.286,0,0,0,0,1,0
"315",0.118,0,0,1,0,0,0
"316",0.162,0,0,1,0,0,0
"317",0.462,0,0,0,1,0,0
"318",0.81,0,0,1,0,0,0
"319",0.988,0,0,1,0,0,0
"320",0.416,0,0,1,0,0,0
"321",0.748,0,0,0,0,1,0
"322",0.938,0,0,1,0,0,0
"323",0.756,0,0,0,1,0,0
"324",0.734,0,0,1,0,0,0
"325",0.708,0,0,0,0,1,0
"326",0.16,0,0,0,0,1,0
"327",0.002,0,0,0,0,1,1
"328",0.048,0,0,1,0,0,0
"329",0.052,0,0,0,0,1,0
"330",0.802,0,0,0,1,0,0
"331",0.092,0,0,0,0,1,0
"332",0.348,0,0,0,0,1,0
"333",0.582,0,0,1,0,0,0
"334",0.992,0,1,0,0,0,0
"335",0.144,0,0,0,1,0,0
"336",0.13,0,0,0,0,1,1
"337",0.386,0,0,1,0,0,0
"338",0.022,0,0,0,1,0,1
"339",0.378,0,0,0,0,1,0
"340",0.174,0,0,1,0,0,0
"341",0.198,0,0,1,0,0,0
"342",0.4,0,1,0,0,0,0
"343",0.234,0,0,0,0,1,0
"344",0.024,0,0,0,0,1,0
"345",0.376,0,0,1,0,0,0
"346",0.9,0,0,0,1,0,0
"347",0.924,0,0,1,0,0,0
"348",0.844,0,0,1,0,0,0
"349",0.94,0,1,0,0,0,0
"350",0.448,0,0,1,0,0,0
"351",0.21,0,0,0,0,1,0
"352",0.798,0,0,0,1,0,0
"353",0.824,0,0,0,1,0,0
"354",0.708,0,0,0,1,0,0
"355",0.026,0,0,0,1,0,0
"356",0.142,0,0,1,0,0,0
"357",0.378,0,0,0,0,1,0
"358",0.866,0,0,0,1,0,0
"359",0.212,0,0,0,0,1,0
"360",0.412,0,0,0,0,1,0
"361",0.88,0,0,1,0,0,0
"362",0.524,0,0,0,1,0,0
"363",0.428,0,0,0,1,0,0
"364",0.674,0,0,1,0,0,0
"365",0.508,0,0,0,0,1,0
"366",0.126,0,0,0,0,1,0
"367",0.246,0,0,0,0,1,0
"368",0.504,0,0,0,1,0,0
"369",0.318,0,0,1,0,0,0
"370",0.776,0,1,0,0,0,0
"371",0.93,0,0,1,0,0,0
"372",0.142,0,0,0,1,0,0
"373",0.324,0,0,0,0,1,0
"374",0.544,0,0,0,1,0,0
"375",0.038,0,0,0,0,1,0
"376",0.99,0,0,0,0,1,0
"377",0.738,0,0,0,0,1,0
"378",0.928,0,0,0,0,1,0
"379",0.132,0,0,1,0,0,0
"380",0.546,0,0,0,1,0,0
"381",0.736,0,0,1,0,0,0
"382",0.6,0,0,0,0,1,0
"383",0.152,0,0,0,0,1,0
"384",0.746,0,0,0,1,0,0
"385",0.216,0,0,0,0,1,0
"386",0.382,0,0,1,0,0,0
"387",0.588,0,0,0,0,1,0
"388",0.112,0,0,0,1,0,0
"389",0.876,0,1,0,0,0,0
"390",0.722,0,0,1,0,0,0
"391",0.358,0,0,0,1,0,0
"392",0.588,0,0,1,0,0,0
"393",0.244,0,0,0,0,1,0
"394",0.886,0,0,1,0,0,0
"395",0.926,0,0,1,0,0,0
"396",0.566,0,0,0,0,1,0
"397",0.76,0,0,1,0,0,0
"398",0.214,0,0,0,0,1,0
"399",0.858,0,0,1,0,0,0
"400",0.76,0,0,0,0,1,0
