"","","","","","","","bonf_res"
"1",0.246666666666667,0,0,1,0,0,0
"2",0.084,0,0,0,1,0,1
"3",0.265333333333333,0,0,0,1,0,0
"4",0.0653333333333334,0,0,0,0,1,0
"5",0.201333333333333,0,1,0,0,0,0
"6",0.776,0,0,1,0,0,0
"7",0.878666666666667,0,0,0,0,1,0
"8",0.917333333333333,0,1,0,0,0,0
"9",0.953333333333333,0,0,0,1,0,0
"10",0.110666666666667,0,0,1,0,0,0
"11",0.816,0,0,0,0,1,0
"12",0.282666666666667,0,0,0,0,1,0
"13",0.356,0,1,0,0,0,0
"14",0.238666666666667,0,0,0,1,0,0
"15",0.396,0,1,0,0,0,0
"16",0.056,0,0,0,0,1,0
"17",0.0546666666666666,0,0,1,0,0,0
"18",0.00800000000000001,0,0,0,1,0,1
"19",0.522666666666667,0,0,0,0,1,0
"20",0.0346666666666666,0,0,1,0,0,0
"21",0.589333333333333,0,0,1,0,0,0
"22",0.378666666666667,0,0,1,0,0,0
"23",0.393333333333333,0,0,0,0,1,0
"24",0.0306666666666666,0,0,0,0,1,0
"25",0.533333333333333,0,0,1,0,0,0
"26",0.145333333333333,0,0,0,1,0,0
"27",0.221333333333333,0,0,1,0,0,0
"28",0.698666666666667,0,0,1,0,0,0
"29",0.346666666666667,0,0,1,0,0,0
"30",0.00666666666666671,0,0,0,1,0,1
"31",0.237333333333333,0,0,1,0,0,0
"32",0.736,0,1,0,0,0,0
"33",0.189333333333333,0,0,0,1,0,0
"34",0.816,0,0,0,1,0,0
"35",0,0,0,1,0,0,1
"36",0.521333333333333,0,0,0,1,0,0
"37",0.816,0,1,0,0,0,0
"38",0.145333333333333,0,0,0,0,1,0
"39",0.158666666666667,0,0,1,0,0,0
"40",0.148,0,0,0,0,1,0
"41",0.238666666666667,0,1,0,0,0,0
"42",0.496,0,0,0,0,1,0
"43",0.272,0,0,0,0,1,0
"44",0.0986666666666667,0,0,0,0,1,1
"45",0.016,0,0,1,0,0,1
"46",0.665333333333333,0,1,0,0,0,0
"47",0.432,0,0,1,0,0,0
"48",0.274666666666667,0,0,0,1,0,0
"49",0.0586666666666666,0,0,0,0,1,0
"50",0.726666666666667,0,0,1,0,0,0
"51",0.905333333333333,0,0,1,0,0,0
"52",0.0533333333333333,0,0,0,0,1,1
"53",0.374666666666667,0,0,1,0,0,0
"54",0.122666666666667,0,0,1,0,0,0
"55",0.212,0,0,0,0,1,0
"56",0.689333333333333,0,0,1,0,0,0
"57",0.454666666666667,0,0,1,0,0,0
"58",0.04,0,0,0,0,1,1
"59",0.428,0,1,0,0,0,0
"60",0.108,0,0,0,0,1,0
"61",0.194666666666667,0,0,1,0,0,0
"62",0.753333333333333,0,1,0,0,0,0
"63",0.829333333333333,0,0,0,1,0,0
"64",0.0386666666666666,0,0,1,0,0,0
"65",0.254666666666667,0,0,1,0,0,0
"66",0.0053333333333333,0,0,1,0,0,1
"67",0.908,0,0,0,1,0,0
"68",0.237333333333333,0,0,0,0,1,0
"69",0.234666666666667,0,1,0,0,0,0
"70",0.521333333333333,0,0,1,0,0,0
"71",0.317333333333333,0,1,0,0,0,0
"72",0.108,0,0,0,0,1,0
"73",0.638666666666667,0,0,1,0,0,0
"74",0.142666666666667,0,1,0,0,0,0
"75",0.0093333333333333,0,0,0,0,1,1
"76",0.182666666666667,0,0,1,0,0,0
"77",0.645333333333333,0,0,1,0,0,0
"78",0.126666666666667,0,0,1,0,0,0
"79",0.016,0,0,0,1,0,1
"80",0.794666666666667,0,0,1,0,0,0
"81",0.212,0,0,0,0,1,0
"82",0.112,0,0,1,0,0,0
"83",0.0773333333333334,0,0,0,0,1,0
"84",0.597333333333333,0,0,1,0,0,0
"85",0.324,0,0,1,0,0,0
"86",0.221333333333333,0,0,0,1,0,0
"87",0.624,0,0,1,0,0,0
"88",0.846666666666667,0,0,1,0,0,0
"89",0.0253333333333333,0,0,1,0,0,1
"90",0.342666666666667,0,0,1,0,0,0
"91",0.138666666666667,0,0,1,0,0,0
"92",0.185333333333333,0,0,0,0,1,0
"93",0.237333333333333,0,0,0,0,1,0
"94",0.8,0,0,1,0,0,0
"95",0.410666666666667,0,0,0,0,1,0
"96",0.270666666666667,0,1,0,0,0,0
"97",0.430666666666667,0,0,0,1,0,0
"98",0.0373333333333333,0,0,0,0,1,0
"99",0.332,0,0,1,0,0,0
"100",0.186666666666667,0,0,0,0,1,0
"101",0.494666666666667,0,0,0,1,0,0
"102",0.34,0,0,1,0,0,0
"103",0.0506666666666666,0,0,1,0,0,0
"104",0.934666666666667,0,0,0,1,0,0
"105",0.298666666666667,0,0,1,0,0,0
"106",0.38,0,1,0,0,0,0
"107",0.352,0,0,1,0,0,0
"108",0.310666666666667,0,1,0,0,0,0
"109",0.282666666666667,0,0,0,1,0,0
"110",0.546666666666667,0,0,0,1,0,0
"111",0.056,0,0,1,0,0,0
"112",0.396,0,0,0,0,1,0
"113",0.261333333333333,0,1,0,0,0,0
"114",0.589333333333333,0,0,0,1,0,0
"115",0.122666666666667,0,0,0,1,0,0
"116",0.648,0,0,0,0,1,0
"117",0.129333333333333,0,0,1,0,0,0
"118",0.104,0,0,1,0,0,0
"119",0.056,0,0,0,0,1,0
"120",0.261333333333333,0,1,0,0,0,0
"121",0.0600000000000001,0,0,1,0,0,0
"122",0.0706666666666667,0,0,0,0,1,1
"123",0.0573333333333333,0,0,0,0,1,0
"124",0.378666666666667,0,0,1,0,0,0
"125",0.466666666666667,0,0,0,0,1,0
"126",0.872,0,0,1,0,0,0
"127",0.0293333333333333,0,0,0,1,0,1
