"","","","","","","","bonf_res"
"1",0.717333333333333,0,0,0,1,0,0
"2",0.133333333333333,0,1,0,0,0,0
"3",0.216,0,0,0,0,1,0
"4",0.162666666666667,0,1,0,0,0,1
"5",0.865333333333333,0,1,0,0,0,0
"6",0.756,0,0,0,0,1,0
"7",0.818666666666667,0,0,1,0,0,0
"8",0.985333333333333,0,0,1,0,0,0
"9",0.614666666666667,0,1,0,0,0,0
"10",0.490666666666667,0,0,0,0,1,0
"11",0.712,0,0,0,0,1,0
"12",0.557333333333333,0,0,0,0,1,0
"13",0.401333333333333,0,0,1,0,0,0
"14",0.0453333333333333,0,1,0,0,0,1
"15",0.670666666666667,0,0,0,0,1,0
"16",0.614666666666667,0,1,0,0,0,0
"17",0.154666666666667,0,0,0,0,1,0
"18",0.186666666666667,0,0,1,0,0,0
"19",0.829333333333333,0,0,1,0,0,0
"20",0.0973333333333334,0,0,0,1,0,0
"21",0.318666666666667,0,0,0,0,1,0
"22",0.34,0,1,0,0,0,0
"23",0.445333333333333,0,0,0,0,1,0
"24",0.529333333333333,0,0,0,1,0,0
"25",0.628,0,1,0,0,0,0
"26",0.701333333333333,0,0,0,0,1,0
"27",0.490666666666667,0,1,0,0,0,0
"28",0.0453333333333333,0,1,0,0,0,1
"29",0.721333333333333,0,1,0,0,0,0
"30",0.521333333333333,0,0,1,0,0,0
"31",0.786666666666667,0,1,0,0,0,0
"32",0.468,0,1,0,0,0,0
"33",0.0253333333333333,0,0,0,0,1,1
"34",0.0813333333333334,0,0,0,1,0,0
"35",0.426666666666667,0,1,0,0,0,0
"36",0.474666666666667,0,1,0,0,0,0
"37",0.244,0,0,1,0,0,0
"38",0.4,0,0,0,0,1,0
"39",0.0853333333333334,0,0,0,0,1,0
"40",0.313333333333333,0,0,0,0,1,0
"41",0.712,0,1,0,0,0,0
"42",0.510666666666667,0,1,0,0,0,0
"43",0.178666666666667,0,1,0,0,0,0
"44",0.377333333333333,0,0,0,0,1,0
"45",0.989333333333333,0,1,0,0,0,0
"46",0.776,0,0,1,0,0,0
"47",0.132,1,0,0,0,0,0
"48",0.28,0,1,0,0,0,0
"49",0.02,0,0,0,0,1,0
"50",0.224,0,1,0,0,0,0
"51",0.00666666666666671,0,0,0,0,1,1
"52",0.490666666666667,0,0,0,1,0,0
"53",0.174666666666667,0,0,0,1,0,0
"54",0.128,0,0,0,0,1,0
"55",0.198666666666667,0,0,0,0,1,0
"56",0.354666666666667,0,1,0,0,0,0
"57",0.626666666666667,0,1,0,0,0,0
"58",0.896,0,1,0,0,0,0
"59",0.421333333333333,0,1,0,0,0,0
"60",0.738666666666667,0,0,1,0,0,0
"61",0.732,0,1,0,0,0,0
"62",0.308,0,0,0,1,0,0
"63",0.113333333333333,0,0,0,0,1,0
"64",0.382666666666667,0,0,0,0,1,0
"65",0.0146666666666667,0,1,0,0,0,1
"66",0.0186666666666667,0,0,0,0,1,1
"67",0.0093333333333333,0,1,0,0,0,1
"68",0.888,0,1,0,0,0,0
"69",0.753333333333333,0,1,0,0,0,0
"70",0.168,0,0,1,0,0,0
"71",0.0453333333333333,0,1,0,0,0,1
"72",0.092,0,1,0,0,0,0
"73",0.449333333333333,0,1,0,0,0,0
"74",0.4,0,1,0,0,0,0
"75",0.868,0,0,1,0,0,0
"76",0.521333333333333,0,0,1,0,0,0
"77",0.433333333333333,0,0,0,0,1,0
"78",0.753333333333333,0,0,0,0,1,0
"79",0.42,0,0,0,0,1,0
"80",0.741333333333333,0,1,0,0,0,0
"81",0.032,0,0,0,0,1,1
"82",0.028,0,0,0,0,1,1
"83",0.328,0,0,0,0,1,0
"84",0.472,0,0,0,0,1,0
"85",0.076,0,0,1,0,0,0
"86",0.944,0,0,1,0,0,0
"87",0.482666666666667,0,1,0,0,0,0
"88",0.786666666666667,0,0,0,0,1,0
"89",0.284,0,0,0,1,0,0
"90",0.02,0,0,0,0,1,1
"91",0.544,0,0,1,0,0,0
"92",0.254666666666667,0,0,0,0,1,0
"93",0.292,0,0,0,0,1,0
